#Select Statistics Per TCE From the Data Validation XML Files                   
#Mission = TESS                                                                 
#Search = tess2018206190142                                                     
#Sectors = s0001-s0003                                                          
#Created Date = 2021-09-07                                                      
#                                                                               
tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00038699658-03,38699658,3,s0001-s0003,2021-09-07,38.080800000000004,-1.0,1328.5899999999999,-1.0,2458328.5899999999,-1.0,1.6125199999999999E-2,-1.0,115.84399999999999,-1.0,89.587299999999999,-1.0,0.83450000000000002,-1.0,1.45597,-1.0,7.3567300000000002E-2,-1.0,246.43899999999999,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.57129359999999996,-8.5471240000000004E-2,0.4172728,-0.23797879999999999,3,mandel-agol_geometric_transit_model,true,9.1793139999999998,605.11419999999998,618.69849999999997,7.8330599999999997,7.5406040000000001,2.2521200000000001,122,87.769890000000004,1.7603800000000001,-1.0,0.22162899999999999,-1.0,541.75999999999999,-1.0,20.358599999999999,-1.0,4,0111,5780.0,0.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Solar,Solar,Solar,Solar,Solar,38.080546210038399,-1.0,1328.5868784776801,-1.0,2458328.5868784776,-1.0,1.40815312739295,-1.0,0.27131274033812303,-1.0,163.62474655280201,-1.0,true,60702,937,4.7024819999999998,217.8836,0.00369789,0.61661540000000004,5.5651400000000004,-5.5533590000000004,23.613880000000002,4.42222,44.748820000000002,9.1519399999999997,7.9074359999999997,19946.75,751.61630000000002,1899.931,1579.8779999999999,5530.085,1149.634,1.201948,4.3390550000000001,4.4192649755018902E-7,16.441939999999999,-7.1824729999999999,3.3425050000000001,3,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
00038699658-04,38699658,4,s0001-s0003,2021-09-07,15.2371,-1.0,1335.5699999999999,-1.0,2458335.5699999998,-1.0,0.0207631,-1.0,15.667299999999999,-1.0,89.209000000000003,-1.0,0.216276,-1.0,7.41751,-1.0,0.158328,-1.0,500.32299999999998,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.57129359999999996,-8.5471240000000004E-2,0.4172728,-0.23797879999999999,5,mandel-agol_geometric_transit_model,true,13.859439999999999,3692.4630000000002,3788.6060000000002,7.0787469999999999,6.0990960000000003,2.0841599999999998,872,788.80399999999997,2.2667000000000002,-1.0,0.12034400000000001,-1.0,735.20299999999997,-1.0,69.048000000000002,-1.0,4,0111,5780.0,0.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Solar,Solar,Solar,Solar,Solar,15.237496260497901,-1.0,1335.58018204056,-1.0,2458335.5801820406,-1.0,13.0626777355798,-1.0,4.1379971896452004,-1.0,2064.1102997349499,-1.0,true,330986,6785,1.868781,105.5582,0.0431955,0.62287000000000003,4.6632600000000002,-6.7490350000000001,-1.8208299999999999,-2.05,38.417160000000003,8.1991200000000006,0.269453,0.0,1246.5730000000001,163.69229999999999,96.555210000000002,4065.8850000000002,599.57349999999997,1.684966,5.5550850000000001,1.3559388761723699E-7,11.88167,-1.860689,1.954642,5,0.0,0.0,37.483719999999998,2.508616,-13.590120000000001,2.511415,39.871299999999998,2.5089410000000001,38.781410000000001,2.5026320000000002,-14.84488,2.5114139999999998,41.525509999999997,2.5037560000000001
00038699825-01,38699825,1,s0001-s0003,2021-09-07,1.04213,-1.0,1354.6900000000001,-1.0,2458354.6899999999,-1.0,4.6608999999999998E-2,-1.0,2.83304,-1.0,87.977199999999996,-1.0,0.10000000000000001,-1.0,3.0,-1.0,0.140706,-1.0,2433.4499999999998,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.41594880000000001,0.65769359999999999,-0.79242599999999996,0.29166999999999998,43,mandel-agol_geometric_transit_model,false,-1.0,-1.0,-1.0,225.86580000000001,4664.5420000000004,3631.8380000000002,3444,118304.0,5.0882899999999998,-1.0,2.0126600000000001E-2,-1.0,2286.0999999999999,-1.0,6455.0299999999997,-1.0,3,0011,7350.0,210.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,1.04212999343872,-1.0,1354.6958362707601,-1.0,2458354.6958362707,-1.0,5.4054369033765397,-1.0,2.20129240705334,-1.0,252875.42711784001,-1.0,true,14617990,14255,0.26239990000000002,27.984490000000001,-0.0761883,1.3256129999999999,6.3120500000000002,-7.3553889999999997,0.75185000000000002,0.331944,218.601,197.20519999999999,0.0,0.0,0.000001997403,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,7.8575210000000002,-0.60006300000000001,1.1870579999999999,50,78.024540000000002,77.965590000000006,7.9794299999999999E-2,2.5000640000000001,-6.1025629999999997E-2,2.500006,0.10045519999999999,2.5000429999999998,0.57846140000000001,2.5023689999999998,-0.31862879999999999,2.5019960000000001,0.66041039999999995,2.5041180000000001
00038699825-02,38699825,2,s0001-s0003,2021-09-07,1.0423100000000001,-1.0,1354.9000000000001,-1.0,2458354.8999999999,-1.0,2.2406700000000002E-2,-1.0,11.06,-1.0,87.585300000000004,-1.0,0.46598600000000001,-1.0,0.65650900000000001,-1.0,0.0183088,-1.0,544.98699999999997,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.41594880000000001,0.65769359999999999,-0.79242599999999996,0.29166999999999998,42,mandel-agol_geometric_transit_model,true,11.710089999999999,1647.817,2613.3820000000001,11.388960000000001,52.257820000000002,86.136420000000001,800,551.60140000000001,2.4461300000000001,-1.0,2.0128900000000002E-2,-1.0,2285.96,-1.0,6453.54,-1.0,3,0011,7350.0,210.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,1.04234172698829,-1.0,1354.8295995855799,-1.0,2458354.8295995854,-1.0,2.9999999922706602,-1.0,2.20623676086806E-17,-1.0,488.80458269745702,-1.0,true,47046,5138,6.0287220000000001,1008.52,-0.10659,0.50657649999999999,4.2984900000000001,-2.9621059999999999,0.63817999999999997,0.606231,64.876949999999994,11.76563,0.2427919,0.000001997403,3.5518910000000002E-6,37.569929999999999,38.632599999999996,8750.2350000000006,2263.29,0.94660789999999995,2.8549519999999999,1.41417726589029E-25,7.6450849999999999,-1.390603,1.2665519999999999,50,9.8202230000000004,0.64579410000000004,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
00038699825-03,38699825,3,s0001-s0003,2021-09-07,1.0423800000000001,-1.0,1354.96,-1.0,2458354.96,-1.0,1.8923800000000001E-2,-1.0,13.2057,-1.0,87.802800000000005,-1.0,0.50629299999999999,-1.0,0.533995,-1.0,1.3271700000000001E-2,-1.0,385.92500000000001,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.41594880000000001,0.65769359999999999,-0.79242599999999996,0.29166999999999998,43,mandel-agol_geometric_transit_model,true,8.4407599999999992,1384.346,2297.3820000000001,8.2553180000000008,47.301900000000003,52.867629999999998,479,313.6728,2.0659100000000001,-1.0,0.0201298,-1.0,2285.9099999999999,-1.0,6452.9899999999998,-1.0,3,0011,7350.0,210.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,1.04240406176123,-1.0,1354.9297138117299,-1.0,2458354.9297138117,-1.0,0.72704512200147298,-1.0,0.15132091249819801,-1.0,100.429436844251,-1.0,true,58551,2675,8.0936610000000009,970.06410000000005,-0.0349035,0.54224620000000001,6.8069100000000002,-3.0982069999999999,0.57989999999999997,0.551779,41.964060000000003,7.9445699999999997,1.089423,3.5518910000000002E-6,0.0,50.667769999999997,50.533110000000001,9429.3860000000004,2366.4839999999999,0.98287579999999997,3.017452,2.1256576459297599E-13,7.7495890000000003,-1.1622159999999999,1.249217,50,2.6191740000000001,0.94274230000000003,2.3617020000000002,6.9573299999999998,2.5454189999999999,16.035979999999999,3.4722900000000001,12.672129999999999,2.8110789999999999,7.0637179999999997,2.35073,16.150919999999999,3.6644359999999998,11.692259999999999
00038762657-01,38762657,1,s0001-s0003,2021-09-07,30.101900000000001,-1.0,1349.4000000000001,-1.0,2458349.3999999999,-1.0,6.0582799999999999E-2,-1.0,15.4467,-1.0,86.3249,-1.0,0.99010500000000001,-1.0,5.67197,-1.0,2.8359800000000002,-1.0,1475.3800000000001,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.6624776,-4.7038940000000001E-2,0.26176690000000002,-0.11112030000000001,2,mandel-agol_geometric_transit_model,true,10.798579999999999,1027.085,1136.8610000000001,7.4794460000000003,6.4576520000000004,5.1277100000000004,257,329.35329999999999,4.0696000000000003,-1.0,0.137073,-1.0,363.86399999999998,-1.0,4.1426400000000001,-1.0,1,0111,3892.0,163.0,4.4379999999999997,0.0,0.0,0.0,0.61531800000000003,7.3277200000000001E-2,1.0,0.0,TIC7,Solar,Solar,TIC7,Solar,30.0930480957031,-1.0,1349.4006408630901,-1.0,2458349.400640863,-1.0,6.7913729150608404,-1.0,2.9814853890305999,-1.0,1389.31269757418,-1.0,true,54772,1775,4.2750769999999996,597.96839999999997,0.00136267,0.63196920000000001,4.17347,-5.2180910000000003,16.706939999999999,21.6222,11.166410000000001,11.80641,2.5746229999999998E-2,0.0,0.0,373.20960000000002,683.97149999999999,2472.6790000000001,1136.5799999999999,0.54418869999999997,1.8552,1.27981225133083E-8,10.020009999999999,-4.5312789999999996,2.9335969999999998,2,-0.79199209999999998,0.52687150000000005,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
00038763326-01,38763326,1,s0001-s0003,2021-09-07,23.097100000000001,-1.0,1336.0799999999999,-1.0,2458336.0800000001,-1.0,0.13275500000000001,-1.0,21.734000000000002,-1.0,87.388999999999996,-1.0,0.99010500000000001,-1.0,4.4727300000000003,-1.0,2.23637,-1.0,7837.5699999999997,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.32146400000000003,0.84840930000000003,-0.92848810000000004,0.32949499999999998,3,mandel-agol_geometric_transit_model,true,11.145379999999999,932.53229999999996,896.16499999999996,7.2844290000000003,7.03139,9.2797000000000001,131,111.6914,23.270800000000001,-1.0,0.174568,-1.0,934.99800000000005,-1.0,180.619,-1.0,1,0111,6986.6999999999998,83.0,4.1500000000000004,0.16,-0.22,0.12,1.60568,0.27192699999999997,0.32087870000000002,0.1301079,TIC7,TIC7,TIC7,TIC7,TIC7-Deriv,23.1027717590332,-1.0,1336.0764278015399,-1.0,2458336.0764278015,-1.0,2.02540264852178,-1.0,0.89545365349817296,-1.0,1698.6369046899899,-1.0,true,62865,1057,2.9077670000000002,987.80370000000005,0.00783684,0.57975500000000002,9.0958900000000007,-28.72044,0.22917000000000001,0.183333,32.612520000000004,8.6534099999999992,0.0,0.0,0.0,30.581209999999999,38.058579999999999,3399.498,1033.2139999999999,0.77725489999999997,2.3806919999999998,2.6803439074071799E-6,16.811109999999999,-6.3037900000000002,3.2692450000000002,4,1.4046019999999999,-0.64824340000000003,13.200749999999999,2.7409729999999999,2.2491780000000001,3.7486389999999998,13.39099,2.7744209999999998,14.204129999999999,2.7401140000000002,1.612447,3.7486380000000001,14.295360000000001,2.7552650000000001
00038827910-01,38827910,1,s0001-s0003,2021-09-07,43.820700000000002,-1.0,1348.3800000000001,-1.0,2458348.3799999999,-1.0,5.0205399999999997E-2,-1.0,124.77200000000001,-1.0,89.9863,-1.0,2.9847700000000001E-2,-1.0,2.81663,-1.0,0.134767,-1.0,3023.5900000000001,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.67178269999999995,-0.48271750000000002,0.95918570000000003,-0.43534260000000002,2,mandel-agol_geometric_transit_model,true,12.0588,822.34289999999999,574.64499999999998,14.43492,20.459579999999999,32.988320000000002,127,174.8297,4.9678899999999997,-1.0,0.234094,-1.0,453.15100000000001,-1.0,9.9653700000000001,-1.0,1,0111,5219.0,183.0,4.4727100000000002,0.279978,0.0,0.0,0.90639700000000001,0.114153,1.195065,0.78499010000000002,TIC7,TIC7,Solar,TIC7,TIC7-Deriv,43.806934356689503,-1.0,1348.3917301455799,-1.0,2458348.3917301456,-1.0,2.7853405328359,-1.0,9.8426127762458002E-2,-1.0,1465.11523360612,-1.0,true,62632,981,1.019763,337.82510000000002,0.00450205,0.59164989999999995,6.2873799999999997,-6.0303610000000001,0.72360999999999998,0.440278,27.570959999999999,30.772649999999999,7.574281,0.0,0.0,412.67219999999998,447.16449999999998,3157.8020000000001,790.26020000000005,0.92062809999999995,3.4150700000000001,1.6346923991417101E-16,16.43732,-11.9566,5.2345360000000003,2,4.130992,-1.7143079999999999,11.11436,2.9055249999999999,7.6110699999999998,3.7267420000000002,13.470610000000001,3.190741,10.697620000000001,2.9045049999999999,7.8237940000000004,3.7267399999999999,13.25333,3.2150029999999998
00038846515-01,38846515,1,s0001-s0003,2021-09-07,2.8493599999999999,-1.0,1326.75,-1.0,2458326.75,-1.0,8.3362199999999997E-2,-1.0,5.4752000000000001,-1.0,84.403899999999993,-1.0,0.533914,-1.0,3.7846899999999999,-1.0,0.39945900000000001,-1.0,7501.5100000000002,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.41117199999999998,0.60653559999999995,-0.65193029999999996,0.2225144,27,mandel-agol_geometric_transit_model,true,226.0829,11551.74,14015.92,206.9333,3936.9119999999998,516.63800000000003,2552,3134.3139999999999,9.1006400000000003,-1.0,3.9353899999999997E-2,-1.0,1534.78,-1.0,1311.3299999999999,-1.0,1,0111,6900.0,0.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,2.8494708538055402,-1.0,1326.7437447812599,-1.0,2458326.7437447812,-1.0,3.7462900639113199,-1.0,0.47388151678540902,-1.0,7112.3631547882696,-1.0,true,51244,21700,1.063321,142.6319,-0.249758,0.64297349999999998,1.39083,-4.1672419999999999,-0.36806,0.45,47.567070000000001,203.77449999999999,0.36203200000000002,0.0,0.0,1.4673130000000001,1.232739,2611.672,548.53809999999999,0.37908520000000001,1.963195,0.0,7.6669609999999997,-0.29980980000000002,1.119569,28,153.01689999999999,19.295120000000001,1.25274,2.549464,-0.45246920000000002,2.502656,1.331949,2.5441069999999999,0.82710459999999997,2.5181680000000002,0.13186880000000001,2.5027409999999999,0.83755080000000004,2.5177870000000002
00038939585-01,38939585,1,s0001-s0003,2021-09-07,52.460700000000003,-1.0,1341.29,-1.0,2458341.29,-1.0,9.1595499999999996E-2,-1.0,68.918099999999995,-1.0,89.989599999999996,-1.0,1.2560999999999999E-2,-1.0,6.3476600000000003,-1.0,0.53274200000000005,-1.0,9863.7399999999998,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.65480000000000005,0.3397,-0.31190000000000001,7.9200000000000007E-2,2,mandel-agol_geometric_transit_model,true,7.33955,1742.8399999999999,1952.6780000000001,7.2874020000000002,5.8719359999999998,0.85780000000000001,357,336.0324,2.1198899999999998,-1.0,0.15640299999999999,-1.0,161.05500000000001,-1.0,0.15900800000000001,-1.0,1,0111,3135.0,99.0,5.0529299999999999,0.54468700000000003,0.0,0.0,0.21199999999999999,4.8000000000000001E-2,19.435420000000001,24.769680000000001,TIC7,TIC7,Solar,TIC7,TIC7-Deriv,52.455543518066399,-1.0,1341.3010238146901,-1.0,2458341.3010238148,-1.0,7.6055888164101004,-1.0,1.5000406223963001,-1.0,12833.180781427,-1.0,true,51019,2819,1.771936,3036.2399999999998,0.0506662,0.65225900000000003,2.4253200000000001,-4.0043389999999999,1.2930600000000001,4.46944,6.2905579999999999,7.3495299999999997,1.364266,0.0,0.0,9092.3539999999994,9603.0419999999995,2431.5569999999998,389.0283,0.94671609999999995,5.8134119999999996,1.11079224022789E-18,5.1284850000000004,1.226839,0.70010139999999998,2,2.9151289999999999,2.9344079999999999,27.988330000000001,20.61815,-0.179419,14.720940000000001,27.988900000000001,20.617940000000001,30.37105,25.429549999999999,4.7495240000000001,14.774150000000001,30.740179999999999,25.227679999999999
00040274180-01,40274180,1,s0001-s0003,2021-09-07,0.53058799999999995,-1.0,1325.3599999999999,-1.0,2458325.3599999999,-1.0,1.0272099999999999E-2,-1.0,2.0703800000000001,-1.0,81.200699999999998,-1.0,0.31671300000000002,-1.0,1.97817,-1.0,0.0242145,-1.0,116.706,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.43020449999999999,0.66169129999999998,-0.83031500000000003,0.31518610000000002,135,mandel-agol_geometric_transit_model,true,7.3837080000000004,31676.549999999999,38477.07,9.8479620000000008,138.26560000000001,106.54559999999999,7725,7423.277,2.1951100000000001,-1.0,1.5186699999999999E-2,-1.0,3664.5599999999999,-1.0,42619.400000000001,-1.0,2,0111,7315.0,210.0,4.07402,0.48692400000000002,0.0,0.0,1.95746,0.42069299999999998,0.22096669999999999,0.2522548,TIC7,TIC7,Solar,TIC7,TIC7-Deriv,0.530545234680176,-1.0,1325.36819841854,-1.0,2458325.3681984185,-1.0,4.1912797097757899,-1.0,2.07272849894736,-1.0,225.00031986515,-1.0,true,52388,24739,7.4497609999999996,113.9251,-0.520259,5.6786320000000003,8.6502800000000004,-8.9866510000000002,0.27916999999999997,0.176389,3.5766049999999998,8.2614199999999993,0.1108008,0.0000001127627,0.0,2.999892,5.8763829999999997,7456.5600000000004,3371.5459999999998,0.34032699999999999,1.1008880000000001,4.77658034980432E-26,4.8442160000000003,-2.3375249999999999,1.0103390000000001,153,9.8370650000000008,7.4208030000000003,-2.194652,3.220269,2.7524139999999999,3.0325250000000001,3.520267,3.106843,-1.435813,3.200888,2.3035209999999999,3.047094,2.7143630000000001,3.0908980000000001
00040274180-02,40274180,2,s0001-s0003,2021-09-07,0.53054900000000005,-1.0,1325.6400000000001,-1.0,2458325.6400000001,-1.0,0.0110782,-1.0,2.0819800000000002,-1.0,83.229799999999997,-1.0,0.24544099999999999,-1.0,2.0034399999999999,-1.0,0.0253647,-1.0,136.50700000000001,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.43020449999999999,0.66169129999999998,-0.83031500000000003,0.31518610000000002,136,mandel-agol_geometric_transit_model,true,10.143599999999999,23143.799999999999,22661.380000000001,9.6241059999999994,140.1602,184.76730000000001,7805,9506.2849999999999,2.3673700000000002,-1.0,0.0151859,-1.0,3664.6500000000001,-1.0,42623.599999999999,-1.0,2,0111,7315.0,210.0,4.07402,0.48692400000000002,0.0,0.0,1.95746,0.42069299999999998,0.22096669999999999,0.2522548,TIC7,TIC7,Solar,TIC7,TIC7-Deriv,0.5304362915827,-1.0,1325.6546541939399,-1.0,2458325.6546541941,-1.0,4.0358273480726297,-1.0,2.01791129100849,-1.0,205.968006833972,-1.0,true,26543,23960,0.0,0.0,-4.53369,0.6885831,0.0,-4.53369,0.26516000000000001,0.391547,4.4357360000000003,8.6452899999999993,4.9282570000000003,0.0,0.0000001127627,0.0,-1.0,0.0,-1.0,0.0,0.0,8.7334608492117808E-28,4.8535740000000001,-2.3292109999999999,1.0103470000000001,152,2.227125,-2.6711339999999999,-1.2079089999999999,4.9054500000000001,3.4912420000000002,3.3664040000000002,3.6942949999999999,3.9437069999999999,-0.66701149999999998,5.3011359999999996,3.0643319999999998,3.3519920000000001,3.1360860000000002,3.4639310000000001
00040343782-01,40343782,1,s0001-s0003,2021-09-07,2.48184,-1.0,1325.45,-1.0,2458325.4500000002,-1.0,0.150528,-1.0,1.8620399999999999,-1.0,57.877400000000002,-1.0,0.99010500000000001,-1.0,7.2186700000000004,-1.0,3.60934,-1.0,10356.0,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.6274632,-0.2493496,0.25352160000000001,-0.1033872,30,mandel-agol_geometric_transit_model,true,22.35491,22108.82,26668.709999999999,14.92793,48.1751,32.382739999999998,4332,4221.241,16.4331,-1.0,3.5892599999999997E-2,-1.0,2084.7800000000002,-1.0,4464.4200000000001,-1.0,2,0111,8951.0,234.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,2.48166108131409,-1.0,1325.4463837584799,-1.0,2458325.4463837584,-1.0,7.1047957651032503,-1.0,3.119888291209,-1.0,10079.4836749796,-1.0,true,54907,25513,8.927854,5424.3119999999999,-0.16044,0.76267700000000005,8.4446300000000001,-5.1187170000000002,1.18194,0.980555,5.1947780000000003,13.038180000000001,0.25678240000000002,0.0,6.2584279999999996E-8,14.236140000000001,18.398969999999998,6261.0839999999998,2029.579,0.71939589999999998,2.0569760000000001,3.4170258036139998E-38,6.7371790000000003,-1.0590869999999999,1.095548,33,12.504569999999999,5.826657,6.6163660000000002,2.8603839999999998,25.940190000000001,2.5210050000000002,26.770689999999998,2.543034,1.333159,2.6976559999999998,0.30862679999999998,2.519034,1.368417,2.6757070000000001
00040343782-02,40343782,2,s0001-s0003,2021-09-07,2.4819599999999999,-1.0,1326.6199999999999,-1.0,2458326.6200000001,-1.0,0.12892600000000001,-1.0,1.6225499999999999,-1.0,52.395000000000003,-1.0,0.99010500000000001,-1.0,8.2588500000000007,-1.0,4.1294199999999996,-1.0,7636.0100000000002,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.6274632,-0.2493496,0.25352160000000001,-0.1033872,29,mandel-agol_geometric_transit_model,true,13.11889,21063.970000000001,24407.919999999998,8.3034599999999994,31.56682,36.904269999999997,4771,4229.893,14.0748,-1.0,3.5893700000000001E-2,-1.0,2084.75,-1.0,4464.1400000000003,-1.0,2,0111,8951.0,234.0,4.4379999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TIC7,Solar,Solar,Solar,Solar,2.4805549467914698,-1.0,1326.6584835993499,-1.0,2458326.6584835993,-1.0,8.4146520749367095,-1.0,3.3546689432539898,-1.0,8166.1408616605404,-1.0,true,36749,24262,-0.01267774,-82.555359999999993,-0.0484467,0.126277,0.4602,-0.42761880000000002,1.7166699999999999,0.683333,9.4195379999999993,8.4046099999999999,0.239956,6.2584279999999996E-8,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,3.44980693036648E-15,7.5977329999999998,-1.004119,1.2083680000000001,33,7.8503540000000003,5.1483290000000004,4.1863390000000003,3.3404449999999999,23.655110000000001,3.0022120000000001,24.022690000000001,3.2147459999999999,-0.52410909999999999,3.2771599999999999,-2.1224349999999998,3.1605029999999998,2.1861890000000002,3.1673239999999998
00040514802-01,40514802,1,s0001-s0003,2021-09-07,6.2660299999999998,-1.0,1328.05,-1.0,2458328.0499999998,-1.0,2.6048200000000001E-2,-1.0,5.0444500000000003,-1.0,86.238200000000006,-1.0,0.33095599999999997,-1.0,9.2943700000000007,-1.0,0.26726100000000003,-1.0,802.72699999999998,-1.0,0.0,-1.0,0.0,-1.0,claret_tess_nonlinear_limb_darkening_model,0.70667740000000001,-0.58967119999999995,1.081067,-0.46175159999999998,12,mandel-agol_geometric_transit_model,true,8.3783980000000007,11458.43,13809.0,7.4814220000000002,15.984769999999999,13.45102,3125,2825.6179999999999,2.5486499999999999,-1.0,7.2163900000000003E-2,-1.0,782.08399999999995,-1.0,88.416899999999998,-1.0,3,0111,5029.29,105.03700000000001,4.6386500000000002,0.18859200000000001,0.194743,0.10000000000000001,0.89625100000000002,0.114041,1.7710060000000001,0.80139329999999998,TIC7,TIC7,TIC7,TIC7,TIC7-Deriv,6.26527643203735,-1.0,1328.05305385731,-1.0,2458328.0530538573,-1.0,11.599068095148899,-1.0,5.07273349035734,-1.0,913.75691336749503,-1.0,true,50676,23234,6.5064310000000001,789.67930000000001,-0.190764,0.83238900000000005,5.55159,-4.8072980000000003,3.2138900000000001,2.72361,4.4813190000000001,7.3329199999999997,0.7749066,0.0,90.93262,348.29419999999999,217.76560000000001,5223.7290000000003,723.43889999999999,1.594808,6.1177720000000004,4.9942654825402399E-9,9.5983970000000003,-1.6546909999999999,1.5773459999999999,13,4.9245159999999997,1.9196599999999999,-9.7088789999999996,15.04556,-2.6551749999999998,21.137699999999999,10.0654,20.00346,-12.302009999999999,16.318049999999999,-2.0301149999999999,23.232859999999999,12.468389999999999,19.829000000000001
