# TESS ROOT MEAN SQUARE (RMS) COMBINED DIFFERENTIAL PHOTOMETRIC PRECISION (CDPP)
# Sector: 3;  Native Cadence: 2-min;  TPS Pipeline Instance: 405
#
# TESS Science Processing Operations Center
# NASA Ames Research Center
#
# Columns:
#     ticid - TIC Identifier (Stassun et al. 2018)
#     tmag - TESS Magnitude (Stassun et al. 2018)
#     rrmscdpp00p5 - Robust RMS CDPP (ppm) at 0.5 hr
#     rrmscdpp01p0 - Robust RMS CDPP (ppm) at 1.0 hr
#     rrmscdpp01p5 - Robust RMS CDPP (ppm) at 1.5 hr
#     rrmscdpp02p0 - Robust RMS CDPP (ppm) at 2.0 hr
#     rrmscdpp02p5 - Robust RMS CDPP (ppm) at 2.5 hr
#     rrmscdpp03p0 - Robust RMS CDPP (ppm) at 3.0 hr
#     rrmscdpp03p5 - Robust RMS CDPP (ppm) at 3.5 hr
#     rrmscdpp04p5 - Robust RMS CDPP (ppm) at 4.5 hr
#     rrmscdpp05p0 - Robust RMS CDPP (ppm) at 5.0 hr
#     rrmscdpp06p0 - Robust RMS CDPP (ppm) at 6.0 hr
#     rrmscdpp07p5 - Robust RMS CDPP (ppm) at 7.5 hr
#     rrmscdpp09p0 - Robust RMS CDPP (ppm) at 9.0 hr
#     rrmscdpp10p5 - Robust RMS CDPP (ppm) at 10.5 hr
#     rrmscdpp12p5 - Robust RMS CDPP (ppm) at 12.5 hr
#     rrmscdpp15p0 - Robust RMS CDPP (ppm) at 15.0 hr
#
# Generated on 04-Apr-2025 14:44:48 (Pacific)
#
ticid, tmag,rrmscdpp00p5,rrmscdpp01p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p5,rrmscdpp15p0
3816149,12.040,1092.700,849.373,749.019,690.070,650.290,620.567,595.622,553.898,536.429,507.570,473.946,448.116,429.211,412.741,401.512
3816260,10.095,305.625,225.044,189.581,169.658,156.727,147.565,140.757,131.439,128.290,123.669,119.681,117.799,117.259,117.841,119.627
3816310,10.199,328.822,237.871,197.132,173.055,156.475,143.997,134.163,119.631,114.176,105.707,96.888,90.684,85.950,81.028,76.401
3816804,16.840,45639.430,32637.150,27093.881,23795.277,21640.562,19956.520,18643.572,16693.471,15939.536,14709.198,13324.990,12285.188,11470.486,10623.069,9820.190
3816966,15.048,10076.207,6955.811,5899.321,5125.219,4613.959,4244.836,3962.656,3552.741,3395.555,3140.960,2856.790,2648.553,2490.995,2333.848,2191.382
3817140,10.471,357.837,258.632,217.518,195.507,181.259,170.870,162.460,149.550,144.528,136.486,127.633,121.124,116.319,111.832,108.233
3817250,9.641,256.403,197.130,171.157,159.018,152.018,146.465,142.210,135.985,133.879,131.405,130.462,131.125,132.752,135.542,138.676
3817273,11.439,661.437,480.724,392.029,338.571,303.221,278.652,260.586,235.524,226.231,211.281,194.495,181.597,170.902,158.757,146.169
3836148,12.504,1315.505,961.852,792.244,688.907,619.927,570.016,532.294,478.445,458.249,426.017,390.571,364.287,343.470,321.057,298.753
3836364,11.079,532.399,386.338,327.353,291.010,266.418,248.653,234.588,213.191,204.646,190.325,173.326,159.995,149.445,138.528,128.223
3836541,9.044,202.240,154.968,132.317,118.994,109.539,101.901,95.599,85.562,81.550,74.982,67.749,62.647,59.093,56.072,54.097
3837033,12.684,3344.782,2478.529,2104.743,1882.881,1743.547,1648.522,1579.989,1485.160,1449.279,1386.713,1304.506,1233.734,1176.352,1118.250,1064.119
3837071,8.325,136.576,109.758,99.394,93.565,90.369,88.405,87.541,87.640,88.310,90.496,94.766,99.263,104.119,111.243,118.963
3837491,9.084,198.731,150.352,129.539,118.421,111.231,105.211,100.296,92.349,89.057,83.509,76.945,71.979,68.432,65.450,63.598
3837565,9.613,231.499,166.160,136.836,120.321,109.314,101.379,95.395,86.929,83.808,78.923,73.739,70.076,67.327,64.528,61.866
3837613,8.626,208.660,194.056,180.270,171.277,164.393,158.180,153.382,145.512,142.338,136.511,129.118,122.897,118.051,113.495,109.811
3837741,5.737,64.146,74.938,89.789,102.925,105.672,108.392,112.712,119.982,122.257,127.627,134.726,141.133,147.521,155.455,165.223
3838130,5.579,50.920,43.364,44.335,47.206,50.730,55.002,59.014,63.144,64.062,66.323,71.100,74.251,76.427,79.392,83.094
3838194,8.486,172.234,153.416,158.065,165.163,168.212,173.796,178.665,182.033,182.261,183.281,187.130,189.984,192.843,197.935,205.615
3838326,10.268,329.744,233.489,190.572,165.987,149.745,137.623,128.161,114.156,108.770,100.092,90.569,83.756,78.767,74.047,70.157
3838333,12.129,1905.169,1411.185,1206.098,1058.943,948.624,869.266,806.484,712.244,676.271,620.163,561.285,520.242,489.813,459.829,432.926
3838520,6.141,62.794,48.474,41.684,38.031,35.675,33.882,32.449,30.267,29.457,28.268,27.196,26.608,26.336,26.301,26.558
3838589,10.542,406.188,292.345,236.665,201.950,189.084,172.035,159.111,140.554,133.678,122.890,111.619,103.908,98.339,93.011,88.509
3886277,15.858,20588.285,14843.455,12202.327,10696.787,9673.306,8897.607,8281.577,7217.057,6845.679,6238.737,5558.688,5060.871,4686.924,4317.221,3990.895
3886331,10.731,447.806,322.793,265.524,232.766,210.873,194.842,182.536,164.584,157.743,146.780,134.823,126.405,120.436,115.118,111.188
3886341,9.117,198.978,146.132,125.505,112.376,103.103,96.304,90.968,83.093,80.188,75.748,71.381,68.562,66.620,64.820,63.335
3886485,8.460,151.136,136.000,137.036,142.245,147.612,154.236,160.025,164.748,165.270,167.710,174.147,179.499,184.360,191.611,200.577
3887728,10.537,398.682,291.647,250.543,224.344,205.743,191.929,180.622,162.766,155.656,143.833,130.300,119.982,111.923,103.652,95.985
3887989,13.080,2704.094,2556.765,2605.524,2578.673,2458.485,2339.178,2224.703,2011.960,1925.975,1804.863,1705.200,1656.403,1630.823,1610.719,1596.751
3888236,10.289,365.572,272.228,228.869,204.800,188.462,176.635,167.433,153.516,148.070,138.981,128.320,119.987,113.398,106.597,100.178
3888273,14.784,13289.919,7833.198,5611.703,4452.670,3761.536,3307.537,2988.484,2564.483,2412.658,2176.849,1930.692,1761.980,1638.526,1517.377,1410.030
3888274,9.223,196.510,143.458,118.151,103.848,94.239,86.880,81.049,72.255,68.850,63.352,57.335,53.058,49.969,47.116,44.847
3888419,8.482,138.895,104.512,88.124,78.193,71.553,66.529,62.540,56.599,54.376,50.958,47.514,45.234,43.641,42.169,40.991
3888550,12.716,1772.716,1378.285,1184.722,1087.154,1022.747,973.217,932.543,867.887,842.420,803.028,762.478,734.680,715.892,700.932,692.633
3888769,8.474,156.412,132.897,127.509,127.417,128.637,130.941,133.094,134.819,135.154,136.678,139.816,141.598,143.042,145.712,149.309
3892113,12.576,1389.782,963.447,773.601,667.969,598.410,547.856,509.613,454.968,434.921,402.114,366.069,339.620,319.069,297.568,276.951
3892139,8.778,162.036,117.133,99.533,89.210,82.544,77.282,73.005,66.400,63.849,59.839,55.624,52.689,50.585,48.634,47.042
3892411,9.401,418.445,335.498,301.728,281.568,265.060,254.662,246.165,232.548,227.210,218.840,209.823,202.837,197.319,191.587,185.872
3892473,8.818,182.213,135.941,116.834,105.008,96.769,90.368,85.058,76.610,73.225,67.701,61.547,57.083,53.845,50.895,48.643
3892500,9.241,237.419,178.267,156.172,141.523,132.006,124.599,118.584,109.012,105.123,98.628,91.104,85.463,81.385,77.820,75.340
3892732,10.064,308.672,229.856,195.949,174.924,160.299,149.754,141.609,129.697,125.208,118.167,110.715,105.565,101.954,98.769,96.481
3892736,3.906,37.393,47.150,52.445,57.541,59.392,60.960,63.155,66.733,68.281,70.627,74.182,77.619,81.091,85.559,91.047
3892819,10.585,396.550,287.368,243.856,217.170,198.462,184.745,173.858,157.278,150.759,140.120,128.125,119.269,112.679,106.418,101.305
3892978,12.680,1473.579,1070.154,890.532,789.372,724.044,674.818,636.399,579.684,558.051,523.296,484.389,454.452,429.940,402.790,375.174
3893018,12.029,945.927,684.427,565.578,498.011,452.190,417.840,391.090,351.790,337.006,313.688,289.088,271.907,259.267,246.855,235.740
3893026,12.467,1236.329,896.487,744.983,649.155,583.226,535.581,499.228,447.341,428.182,398.583,367.897,346.456,330.012,312.515,295.243
3893033,14.476,5254.024,3677.713,3036.955,2664.157,2397.177,2203.524,2048.237,1810.747,1717.778,1566.244,1397.624,1274.113,1180.906,1088.430,1005.711
3893245,9.141,199.750,148.195,126.155,112.887,103.731,96.781,91.463,83.858,81.132,77.203,73.787,72.078,71.294,70.986,71.199
3893757,9.603,236.537,175.954,148.389,130.494,118.532,110.207,104.047,95.486,92.322,87.325,81.874,77.943,74.997,72.078,69.438
3893918,9.465,230.610,169.919,144.445,131.067,122.570,116.060,110.729,102.657,99.683,95.534,92.233,90.928,90.840,91.879,94.278
3894043,10.890,527.772,410.765,364.623,345.081,336.628,328.818,322.047,309.352,303.998,295.535,286.159,278.033,271.642,265.852,261.155
3894132,10.571,386.554,275.576,228.152,201.239,183.400,170.753,160.953,146.510,140.911,131.698,121.107,113.065,106.871,100.677,95.140
3894223,10.445,370.181,271.979,229.417,201.428,181.067,167.234,156.491,140.574,134.413,124.364,112.954,104.267,97.353,89.986,82.773
3894294,17.393,85295.969,61690.254,50842.785,43959.926,39281.730,35989.129,33539.426,30048.314,28716.896,26526.572,24014.480,22120.229,20644.580,19124.957,17707.100
3898095,12.029,940.694,668.885,553.619,486.065,441.590,409.395,385.263,350.586,337.306,315.486,290.595,272.348,259.094,247.019,237.561
3898286,7.667,105.439,74.179,61.278,54.383,50.092,46.792,44.244,40.547,39.171,37.027,34.815,33.360,32.432,31.773,31.561
3898365,10.512,381.075,285.562,243.729,216.628,197.499,183.350,172.156,155.358,148.954,138.851,128.086,120.349,114.417,108.292,102.581
3898381,13.288,4953.016,4128.216,3991.912,4116.570,4345.354,4643.732,4913.198,5197.510,5264.242,5394.073,5555.709,5488.699,5322.814,5102.646,4838.857
3898553,8.222,145.840,124.801,122.531,126.396,134.391,143.157,151.159,160.002,162.115,166.686,173.857,175.458,174.243,172.646,170.422
3899410,8.137,118.300,88.866,78.331,72.764,69.258,66.687,64.593,61.289,60.039,58.134,56.275,55.048,54.364,54.151,54.566
3899738,8.168,150.250,142.728,155.577,166.445,171.407,176.006,180.856,183.307,182.561,182.165,184.530,187.157,189.682,192.685,195.078
3899756,10.117,300.703,220.238,184.078,162.513,147.225,135.990,127.102,113.789,108.683,100.627,91.938,85.606,80.689,75.529,70.593
3899820,9.693,248.551,177.972,147.241,128.291,116.087,107.252,100.730,91.465,87.908,81.972,74.967,69.553,65.302,60.922,56.776
3900330,7.025,102.742,81.580,69.922,63.116,58.427,55.290,52.906,49.388,48.005,45.684,42.861,40.592,38.821,37.080,35.513
3900382,10.096,310.532,229.503,191.825,171.617,158.157,148.697,141.398,130.370,125.885,118.030,108.063,99.919,93.510,87.155,81.608
3900389,10.843,426.875,301.374,250.772,218.141,196.080,179.691,166.923,148.204,141.128,129.975,118.022,109.429,102.865,96.047,89.602
3903450,9.538,918.570,637.622,498.851,425.736,381.818,352.861,332.748,307.391,298.545,284.197,267.736,255.875,247.681,241.007,236.812
3903969,7.892,147.618,128.459,120.927,115.293,110.089,106.629,104.250,101.004,100.058,99.260,99.741,101.080,102.687,104.477,104.898
3904057,9.457,227.032,169.222,144.063,129.051,118.672,110.780,104.756,96.155,93.030,88.415,84.095,81.602,80.179,79.252,78.986
3904114,11.186,580.079,417.077,348.947,305.504,275.063,252.647,234.760,208.122,197.882,181.515,163.613,150.689,140.882,131.043,122.082
3904188,9.811,301.102,228.673,188.622,170.907,161.503,153.389,147.283,138.609,135.497,130.697,125.804,122.516,120.465,119.180,118.946
3904459,10.904,466.431,326.434,268.024,232.940,209.966,193.322,180.584,162.369,155.574,144.910,133.465,125.163,118.661,111.702,104.860
3904966,8.730,164.514,119.506,102.048,91.183,84.153,79.169,75.527,70.500,68.710,65.889,62.870,60.708,59.140,57.681,56.438
3905338,12.306,1286.714,923.979,784.939,701.952,645.413,604.296,572.693,524.785,505.309,471.542,430.249,398.659,375.840,356.065,342.412
3905394,10.292,372.693,294.311,271.230,261.481,255.366,251.924,248.280,239.486,235.168,229.009,223.094,218.507,215.548,214.172,215.104
3905619,9.178,194.282,143.210,123.278,112.345,105.656,100.830,97.071,91.523,89.449,86.310,83.089,80.868,79.456,78.556,78.362
3905906,15.101,9348.463,7330.264,6585.841,6246.380,6089.988,5924.734,5763.664,5449.133,5319.193,5130.702,4969.221,4868.061,4798.023,4726.632,4643.188
3921576,8.899,201.967,157.280,136.645,125.359,117.554,111.237,105.676,96.257,92.389,86.105,79.175,74.076,70.306,66.760,63.878
3921723,9.097,185.242,133.164,111.023,97.736,88.703,82.001,76.672,68.641,65.555,60.555,55.021,50.885,47.627,44.197,40.920
3921746,11.642,889.495,678.285,598.010,556.652,527.750,503.062,478.266,432.713,414.016,385.416,357.059,337.795,323.898,310.555,299.230
3921749,10.846,506.394,383.364,345.166,323.852,313.038,307.643,305.322,305.995,308.511,316.854,334.078,352.836,373.504,403.875,436.568
3922124,10.106,332.070,257.406,226.221,206.233,192.457,182.713,175.426,165.223,161.673,156.809,153.015,151.565,151.545,152.719,154.786
3922373,9.633,246.452,182.274,155.216,138.593,127.001,118.916,112.621,103.099,99.269,92.751,84.816,78.513,73.567,68.580,64.048
3922529,7.223,86.917,65.704,56.795,51.222,47.420,44.821,42.892,40.219,39.276,37.906,36.658,35.981,35.689,35.701,36.067
3922848,8.282,159.054,149.917,159.277,170.567,179.347,188.484,196.682,201.856,201.228,201.542,205.689,208.784,210.884,212.478,212.163
3923888,12.594,1308.607,926.529,764.096,671.538,607.805,558.608,519.133,460.695,438.911,405.622,372.106,349.723,333.654,318.110,304.721
3924509,14.229,5633.240,4066.116,3426.597,3000.909,2706.430,2485.997,2309.968,2046.812,1946.398,1788.451,1620.482,1501.114,1411.105,1319.632,1234.903
3956733,9.873,280.829,207.337,173.863,153.527,139.706,129.911,122.554,112.073,108.175,102.034,95.433,90.774,87.382,84.163,81.431
3957254,9.967,282.110,206.153,169.986,151.178,138.748,129.497,122.370,111.960,108.014,101.676,94.634,89.314,85.073,80.503,75.913
3957601,8.534,181.019,169.967,179.417,191.502,201.307,212.476,223.211,233.766,235.763,239.858,248.499,253.537,256.792,260.790,265.221
3957786,9.548,247.419,186.851,162.788,148.488,138.204,130.509,124.187,114.025,109.886,103.073,95.262,89.311,84.807,80.491,76.916
3957952,13.112,2069.018,1506.752,1260.489,1108.981,1003.310,929.169,872.951,791.218,759.826,708.405,649.887,606.121,572.652,539.056,508.181
3958039,10.388,766.267,563.911,467.509,409.809,370.001,343.583,319.374,282.489,268.030,244.619,218.475,199.036,184.002,168.630,154.448
3958684,8.527,207.323,179.817,163.413,153.699,146.883,141.218,136.237,127.558,123.946,118.087,111.737,106.768,102.749,98.390,94.039
3959201,8.676,188.505,148.664,134.648,126.679,121.782,117.566,113.625,106.065,102.728,97.142,90.540,85.064,80.544,75.723,71.060
3959662,9.744,282.733,212.294,184.434,166.804,154.757,145.529,137.792,124.773,119.097,109.052,96.650,87.186,80.300,74.062,69.180
3962869,4.677,41.521,35.249,33.542,32.753,32.110,31.813,31.538,30.658,30.291,29.743,29.421,29.316,29.443,29.927,30.874
3963507,8.600,189.853,183.549,198.496,208.729,209.677,208.050,207.838,205.370,203.635,201.074,198.631,196.284,194.044,191.237,187.462
3963565,13.336,2323.717,1672.411,1377.313,1197.102,1076.490,989.499,924.119,832.520,799.615,749.492,699.659,666.696,642.323,616.636,591.201
3963622,9.535,234.180,169.365,138.729,123.374,113.729,106.853,101.791,94.910,92.490,88.875,85.363,83.248,82.091,81.563,81.856
3963794,10.598,432.161,323.655,280.318,255.289,239.094,227.982,219.851,209.282,206.095,202.768,202.979,206.933,213.265,223.629,236.753
3964172,10.407,370.309,270.428,226.259,197.832,178.043,163.534,152.272,135.387,128.704,117.527,104.634,95.114,88.049,81.267,75.454
3964218,8.926,174.337,128.696,107.099,95.107,87.199,81.233,76.515,69.402,66.623,62.072,56.872,52.904,49.794,46.590,43.611
3964262,10.345,350.871,258.397,213.451,188.131,170.549,156.946,145.994,129.497,123.216,113.376,103.025,95.730,90.252,84.730,79.700
3964905,8.664,191.312,169.798,174.173,184.024,194.132,205.588,215.287,220.991,221.412,221.347,225.463,227.971,230.121,233.104,237.164
3964964,14.745,7771.042,5699.228,4856.160,4299.821,3908.789,3624.312,3398.656,3061.317,2931.518,2725.788,2504.531,2348.775,2236.189,2130.914,2044.164
3965041,10.244,321.038,230.623,193.870,171.352,156.029,144.752,136.177,123.997,119.569,112.853,106.186,101.781,98.546,95.158,91.769
3965116,14.893,7192.098,5181.585,4290.762,3748.107,3374.554,3097.141,2878.419,2551.324,2426.135,2226.307,2010.305,1854.986,1737.935,1620.303,1513.995
3965310,9.550,228.119,162.286,133.914,117.084,105.480,97.050,90.552,81.069,77.495,71.838,65.744,61.328,57.925,54.367,50.993
3965706,9.376,540.121,454.898,425.039,406.891,393.187,382.345,373.020,355.290,347.767,336.996,327.650,321.995,318.744,316.802,315.972
3988159,10.586,393.326,280.897,237.378,211.125,193.522,180.622,170.603,155.687,149.909,140.494,129.770,121.577,115.144,108.510,102.363
3988251,6.414,72.516,58.308,53.025,50.937,49.864,49.482,49.524,50.175,50.652,51.803,53.122,53.479,53.534,53.873,54.330
3988436,10.301,404.517,318.115,284.370,263.851,249.501,239.093,230.486,216.668,211.335,203.431,196.075,191.490,188.676,186.669,185.639
3988502,9.737,313.668,280.756,286.176,298.933,311.043,323.856,334.333,339.051,337.267,336.923,342.237,346.918,351.884,361.115,375.471
3989045,7.956,154.329,146.328,160.801,175.023,185.129,196.984,209.588,225.028,229.887,238.184,253.240,263.975,272.204,282.822,295.665
3989422,7.658,117.556,89.631,77.479,68.578,61.958,57.028,53.213,47.600,45.484,42.178,38.702,36.258,34.413,32.530,30.799
3990144,8.729,166.249,127.004,110.173,100.877,95.005,91.329,88.852,86.017,85.329,84.808,85.168,86.133,87.521,89.732,92.030
3990234,15.741,14848.883,10794.117,9046.347,7990.809,7267.981,6710.001,6266.670,5598.557,5341.732,4935.496,4496.259,4175.076,3924.687,3661.234,3407.852
3990356,8.912,183.318,140.461,122.282,112.463,105.846,101.046,97.171,90.963,88.460,84.345,79.594,75.883,73.079,70.465,68.312
3990380,8.453,141.426,113.714,101.107,94.794,90.901,87.746,85.082,80.303,78.339,75.243,71.956,69.463,67.593,65.828,64.298
3990402,10.905,606.226,494.733,453.829,440.691,437.498,437.772,438.719,439.041,440.339,447.052,465.146,485.192,507.249,539.380,574.793
3990629,15.508,13140.897,9180.163,7489.359,6553.636,5925.981,5470.344,5116.866,4633.979,4432.202,4097.094,3710.334,3416.791,3189.908,2960.130,2749.602
4007712,8.043,114.719,81.670,68.067,59.531,53.823,49.615,46.314,41.398,39.499,36.414,32.967,30.413,28.453,26.468,24.654
4008073,10.867,579.132,452.005,420.760,395.472,379.055,370.546,364.471,356.009,353.542,352.226,355.554,361.207,368.949,381.986,398.528
4008098,14.148,4775.285,3429.248,2895.491,2554.385,2312.637,2137.449,2000.082,1796.814,1718.708,1594.247,1457.278,1355.808,1276.798,1193.936,1115.380
4008174,8.184,157.717,139.359,127.949,121.302,116.081,111.367,106.806,98.089,94.310,88.015,81.051,76.121,72.843,70.480,69.753
4008295,9.317,213.425,152.857,126.026,109.800,98.696,90.302,83.785,74.446,71.084,66.083,61.324,58.304,56.100,53.741,51.357
4008360,8.168,138.218,105.295,96.499,93.522,93.432,94.729,96.370,99.624,101.414,105.373,110.875,113.729,115.610,118.920,123.404
7205109,14.547,6823.757,4812.658,3996.794,3501.678,3173.718,2934.807,2751.669,2484.180,2382.207,2218.364,2036.271,1900.645,1794.435,1682.552,1573.048
7205345,10.706,464.802,364.193,323.674,300.408,285.202,273.933,264.216,247.866,241.145,230.866,220.323,213.412,209.705,209.135,213.730
7205427,9.128,197.621,151.300,132.272,120.266,111.718,105.681,100.994,94.214,91.812,88.520,86.123,85.479,85.867,87.267,89.676
7218620,9.641,241.152,173.093,144.038,126.468,114.229,104.861,97.309,86.012,81.787,75.320,68.795,64.408,61.230,58.131,55.420
7218781,8.135,131.066,118.548,123.250,132.901,141.588,151.016,160.493,170.580,172.648,177.376,186.671,192.364,196.009,200.969,207.227
7219013,11.610,712.030,506.707,425.745,372.546,335.536,308.816,288.201,262.470,251.066,232.564,211.847,196.355,184.257,171.654,159.742
7219134,8.693,188.211,152.058,140.012,133.991,131.551,131.348,132.689,137.922,141.473,149.618,161.503,170.028,177.190,188.088,201.298
7219322,8.413,137.525,109.174,99.226,94.885,92.552,90.727,88.824,84.668,82.830,80.066,77.536,75.872,74.960,74.769,75.625
7219418,11.348,652.325,469.354,395.519,352.443,323.433,301.931,285.040,259.682,249.944,234.368,217.419,205.248,196.318,187.863,180.784
7219775,11.763,912.629,669.674,560.059,498.661,456.982,423.730,396.181,352.477,334.880,305.885,273.090,248.860,230.702,213.010,197.590
7219818,10.185,329.961,235.779,197.997,174.994,159.116,147.172,137.417,122.456,116.688,107.578,97.899,91.054,85.982,81.021,76.704
7219876,4.781,33.281,30.932,31.157,33.044,35.696,38.720,41.594,44.740,45.318,46.768,49.924,52.108,53.679,55.744,58.288
7220124,12.049,1062.674,764.725,624.902,541.215,484.576,443.967,413.562,371.063,355.539,331.527,306.320,288.321,274.039,258.070,241.647
7220375,9.234,236.154,210.833,220.313,234.617,247.814,261.804,274.233,282.903,283.177,284.622,292.330,298.949,305.183,314.901,328.610
7220471,9.432,270.903,250.484,239.908,231.381,222.629,216.418,212.813,206.760,204.046,197.890,186.701,174.626,163.911,152.462,141.369
