# TESS ROOT MEAN SQUARE (RMS) COMBINED DIFFERENTIAL PHOTOMETRIC PRECISION (CDPP)
# Sector: 2;  Native Cadence: 2-min;  TPS Pipeline Instance: 372
#
# TESS Science Processing Operations Center
# NASA Ames Research Center
#
# Columns:
#     ticid - TIC Identifier (Stassun et al. 2018)
#     tmag - TESS Magnitude (Stassun et al. 2018)
#     rrmscdpp00p5 - Robust RMS CDPP (ppm) at 0.5 hr
#     rrmscdpp01p0 - Robust RMS CDPP (ppm) at 1.0 hr
#     rrmscdpp01p5 - Robust RMS CDPP (ppm) at 1.5 hr
#     rrmscdpp02p0 - Robust RMS CDPP (ppm) at 2.0 hr
#     rrmscdpp02p5 - Robust RMS CDPP (ppm) at 2.5 hr
#     rrmscdpp03p0 - Robust RMS CDPP (ppm) at 3.0 hr
#     rrmscdpp03p5 - Robust RMS CDPP (ppm) at 3.5 hr
#     rrmscdpp04p5 - Robust RMS CDPP (ppm) at 4.5 hr
#     rrmscdpp05p0 - Robust RMS CDPP (ppm) at 5.0 hr
#     rrmscdpp06p0 - Robust RMS CDPP (ppm) at 6.0 hr
#     rrmscdpp07p5 - Robust RMS CDPP (ppm) at 7.5 hr
#     rrmscdpp09p0 - Robust RMS CDPP (ppm) at 9.0 hr
#     rrmscdpp10p5 - Robust RMS CDPP (ppm) at 10.5 hr
#     rrmscdpp12p5 - Robust RMS CDPP (ppm) at 12.5 hr
#     rrmscdpp15p0 - Robust RMS CDPP (ppm) at 15.0 hr
#
# Generated on 04-Apr-2025 14:44:42 (Pacific)
#
ticid, tmag,rrmscdpp00p5,rrmscdpp01p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p5,rrmscdpp15p0
2760718,10.097,295.408,209.525,173.525,152.274,138.766,128.064,119.742,107.553,102.915,95.603,87.763,82.275,78.317,74.584,71.417
2761086,10.336,355.561,252.517,218.400,194.683,175.648,163.459,153.904,139.820,134.313,126.017,117.122,110.482,105.025,98.783,92.020
2761472,12.551,1829.038,1594.820,1551.444,1551.399,1571.481,1612.524,1666.818,1771.476,1813.181,1912.358,2016.487,2021.953,1992.937,1949.169,1901.127
2761597,8.081,107.757,80.725,69.959,63.276,58.550,55.455,53.064,49.558,48.226,46.089,43.681,41.841,40.431,39.043,37.767
2761836,13.085,2061.364,1523.752,1284.018,1142.582,1036.676,960.348,897.330,797.654,757.872,692.894,620.207,566.619,526.108,485.873,449.504
2761897,8.611,152.555,111.096,93.796,83.367,78.582,73.554,69.657,63.899,61.745,58.202,54.290,51.479,49.463,47.657,46.292
2761911,10.302,341.037,251.601,214.201,190.595,176.494,164.803,155.869,143.323,139.015,132.861,127.983,126.170,126.086,127.355,130.093
2762148,12.641,1439.567,1038.666,846.468,732.656,659.057,600.642,556.299,493.712,470.916,436.921,403.689,382.088,366.238,349.685,332.927
2762303,9.492,231.607,175.145,151.141,135.897,127.893,121.046,116.004,108.730,105.545,101.159,96.242,92.705,90.487,89.367,90.056
2762652,8.567,183.681,173.560,185.161,198.664,207.149,216.928,226.866,233.851,232.919,233.081,235.573,235.564,233.928,231.824,228.627
2763177,8.517,169.853,154.306,160.771,170.079,178.733,188.180,197.277,205.740,208.601,212.884,222.747,231.304,239.499,250.286,263.081
2763236,10.382,337.748,248.438,208.072,182.597,165.063,152.265,142.550,128.365,122.915,114.034,103.993,96.494,90.711,84.822,79.378
2835867,8.138,149.492,115.891,106.793,100.917,99.249,97.985,97.872,99.384,101.101,104.528,109.798,114.010,117.728,124.076,131.950
2835941,4.839,113.568,111.220,120.946,128.180,133.093,138.839,144.140,148.366,147.015,148.774,153.100,156.140,160.638,162.755,163.274
2835989,12.561,1426.783,1054.591,901.860,811.942,767.076,721.076,684.206,627.870,606.367,571.449,532.960,504.210,481.856,458.490,435.421
2836713,7.817,107.857,82.770,71.885,65.339,60.083,56.909,54.414,50.566,49.229,46.573,43.342,40.825,38.967,37.325,36.146
4579916,8.214,137.721,117.666,115.273,119.931,126.645,135.477,143.792,153.666,156.206,162.776,174.794,181.993,187.500,194.063,202.407
4582469,9.440,223.773,166.841,147.452,135.427,126.412,120.221,115.082,106.872,103.975,98.799,93.217,89.140,86.120,83.223,80.688
4582570,9.709,248.513,182.324,150.721,132.715,119.780,110.648,103.425,92.587,88.296,81.509,73.957,68.415,64.235,60.080,56.345
4602717,7.372,85.718,65.947,56.648,51.177,47.838,45.164,43.071,39.986,38.795,37.087,35.396,34.191,33.179,31.937,30.453
4611069,9.155,194.164,145.628,124.724,111.711,103.629,97.519,93.114,87.397,85.449,82.959,81.189,80.738,80.936,81.556,82.085
4619738,9.578,226.377,163.335,135.874,120.619,112.973,104.803,98.261,88.373,84.708,78.740,72.424,67.946,64.596,61.211,58.156
5611068,13.219,6341.398,4997.853,4518.108,4195.008,4062.544,3937.167,3829.499,3649.342,3564.118,3456.562,3345.924,3262.591,3207.033,3166.118,3147.668
5611236,11.867,994.903,726.136,606.365,533.275,485.227,448.551,419.546,376.087,358.804,331.436,300.686,277.704,259.895,241.629,224.621
5631514,10.282,342.664,241.229,201.414,175.976,159.573,147.752,138.873,126.283,121.512,113.971,105.679,99.715,95.318,91.095,87.386
5631575,8.716,189.180,168.729,175.614,185.005,193.778,201.806,206.296,198.204,189.977,176.060,158.938,143.789,131.180,118.311,106.435
5632152,10.760,497.847,387.056,347.621,331.301,322.268,322.489,325.564,335.561,341.630,351.690,355.849,345.677,332.044,316.514,299.734
5632200,8.981,211.652,188.331,193.298,204.581,217.766,233.903,248.490,262.442,266.484,271.714,284.170,291.624,294.891,300.673,307.349
5632334,8.682,160.027,120.717,105.029,96.714,93.057,89.703,87.585,85.504,85.062,85.540,87.846,91.174,95.337,101.567,108.653
5632571,8.893,343.960,249.553,207.998,184.279,166.401,154.991,146.414,134.402,130.034,123.339,116.469,111.784,108.364,104.899,101.570
5632654,9.841,288.370,228.376,206.737,193.673,184.403,177.802,172.358,163.377,159.955,154.793,150.055,147.395,146.569,147.743,151.945
5632856,9.046,224.746,204.317,213.947,227.609,240.714,254.050,265.658,273.406,271.629,270.725,273.780,274.493,272.875,270.833,266.633
5632933,12.605,1507.022,1063.515,879.054,765.313,704.709,650.430,609.187,549.344,526.457,489.837,448.946,418.160,393.694,367.257,340.696
5633109,10.690,428.129,302.721,248.906,215.995,194.877,178.830,166.770,149.364,142.658,131.666,119.159,109.912,102.958,96.119,90.087
5633132,4.934,37.962,35.002,37.023,39.897,42.565,45.495,48.462,51.927,52.462,54.364,58.026,60.534,62.720,65.253,68.399
5633483,7.706,115.324,90.720,78.779,71.330,65.245,61.343,58.282,53.671,51.868,48.951,45.663,43.165,41.217,39.219,37.369
5633903,9.827,267.837,189.032,155.372,136.466,125.082,115.237,107.459,95.931,91.699,84.892,77.727,72.643,68.750,64.691,60.807
5634073,9.124,196.502,144.577,121.088,107.095,98.406,91.665,86.668,79.751,77.280,73.576,70.006,67.855,66.561,65.612,65.138
5634158,10.692,465.216,341.551,288.446,253.916,228.006,210.241,196.525,176.641,169.321,158.100,146.852,139.429,134.168,129.095,124.709
5634659,10.307,342.491,248.280,206.466,180.254,160.808,147.294,136.690,120.993,114.940,105.451,95.284,88.129,82.897,77.913,73.739
5634788,12.350,1293.422,943.677,809.672,711.588,647.670,598.272,560.588,505.709,483.939,449.221,409.376,379.096,355.445,330.907,307.666
5639386,8.349,133.340,97.108,81.825,71.721,64.821,60.381,57.270,53.250,51.738,49.503,46.977,45.087,43.639,42.193,40.821
5639467,7.345,90.976,67.604,58.382,53.008,49.702,47.499,46.071,44.614,44.317,44.072,44.152,44.447,44.866,45.532,45.998
5640288,10.397,384.440,288.383,249.505,228.525,217.644,208.255,201.134,191.307,188.633,185.266,185.138,188.494,194.185,203.129,214.270
5640393,11.181,1855.042,1640.830,1629.754,1679.271,1761.119,1854.864,1942.324,2062.215,2121.364,2202.545,2303.849,2315.504,2295.998,2241.600,2162.115
5640851,9.018,191.414,145.100,122.770,110.156,101.079,95.035,90.434,83.911,81.387,78.111,75.341,74.038,73.579,73.804,74.711
5641144,9.159,197.903,144.313,125.372,113.667,103.088,97.168,92.950,87.635,85.929,83.959,83.063,83.503,84.448,85.578,85.681
5641447,10.189,332.291,239.176,199.023,174.985,157.020,144.771,135.302,121.335,115.936,107.152,97.297,90.072,84.653,79.350,74.652
5641821,8.852,226.578,200.247,184.755,172.848,159.667,151.931,145.753,135.476,131.164,123.110,112.411,103.061,95.068,86.380,77.746
5641875,8.572,349.000,256.504,212.536,188.147,169.767,156.936,146.812,131.608,125.654,116.073,105.370,97.472,91.470,85.475,80.086
5642039,8.747,197.367,166.837,155.562,153.308,155.050,156.485,157.263,155.642,154.432,153.944,156.497,159.806,163.497,169.507,176.712
5642268,8.542,183.841,176.445,194.862,208.307,212.020,214.969,218.054,219.314,217.354,215.175,212.093,207.163,201.246,192.743,181.456
5642563,13.028,2053.327,1487.719,1243.993,1093.762,977.471,901.213,842.016,755.143,722.695,670.605,614.234,572.718,539.747,503.746,467.306
5654308,7.782,105.482,78.239,67.770,61.914,57.979,55.207,53.138,50.216,49.250,47.819,46.646,46.155,46.174,46.703,47.832
5655357,9.762,274.325,207.146,182.743,171.375,164.406,159.457,155.425,148.944,146.872,143.820,142.007,141.761,142.708,145.320,149.546
5655899,8.220,129.756,99.068,84.665,76.018,69.947,65.609,62.251,57.274,55.370,52.456,49.451,47.472,46.221,45.356,45.117
5655983,10.099,319.690,235.568,197.040,174.473,157.490,146.353,137.775,125.202,120.493,112.893,104.619,98.614,94.052,89.448,85.257
5656032,8.803,158.849,115.465,97.618,86.621,76.387,70.752,66.532,60.698,58.713,55.878,53.629,52.782,52.692,53.145,54.175
5656117,14.068,4557.885,3326.747,2745.665,2465.073,2271.294,2129.692,2020.675,1865.207,1806.567,1725.362,1652.318,1614.290,1598.897,1601.661,1629.004
5656272,11.161,587.793,427.278,363.999,319.952,290.465,269.601,253.810,231.563,223.556,211.380,199.343,191.556,186.063,180.596,175.331
5656273,9.211,490.660,598.151,668.089,722.676,729.303,731.070,731.785,715.038,700.128,666.731,616.645,573.362,539.844,504.851,474.272
5676236,7.789,106.566,79.858,67.956,60.797,56.236,52.636,49.826,45.767,44.312,42.050,39.810,38.336,37.268,36.172,35.043
5676346,12.147,2213.369,1615.352,1321.491,1146.668,1024.596,937.653,871.158,774.463,737.880,678.349,612.662,564.942,528.850,492.906,460.591
5676537,9.320,290.574,250.294,243.802,245.027,252.059,259.744,267.743,281.374,289.369,304.413,328.191,344.991,359.606,379.565,403.920
5676751,8.869,166.037,122.001,104.019,93.026,84.923,79.807,76.038,70.803,68.934,65.899,62.592,60.229,58.592,57.178,56.128
5716512,6.427,61.478,46.957,41.585,38.204,36.157,34.257,32.713,30.256,29.195,27.599,25.783,24.380,23.288,22.198,21.201
5716629,9.682,257.666,192.836,168.490,155.570,144.171,139.299,136.509,134.869,135.660,137.987,143.291,149.624,156.919,167.814,179.756
5716636,8.702,153.780,114.381,96.957,86.737,78.881,73.584,69.431,63.070,60.587,56.300,51.263,47.417,44.479,41.602,39.035
5717295,8.763,160.977,122.352,111.098,105.756,102.175,100.625,99.945,99.815,100.345,101.738,104.174,105.942,107.618,110.333,113.301
5717323,8.107,135.351,111.582,110.176,114.502,121.740,130.756,139.366,149.414,153.194,159.682,171.527,178.002,181.030,186.119,192.728
5717524,10.379,353.545,254.559,211.673,184.330,166.184,153.032,142.952,128.282,122.533,113.644,103.819,96.474,90.649,84.423,78.326
5717594,8.493,278.736,166.409,131.393,114.732,106.035,98.848,93.060,84.222,80.596,74.513,67.072,61.069,56.228,51.145,46.301
5717600,8.988,211.878,177.239,164.275,158.840,158.264,157.410,156.714,154.517,153.365,153.271,155.907,159.357,163.281,169.546,176.717
5717915,9.455,217.856,156.064,130.780,115.282,106.880,99.150,93.240,84.582,81.134,75.556,69.159,64.459,61.067,58.015,55.737
5719355,8.412,191.923,192.840,194.600,191.496,184.719,180.514,179.228,177.685,178.192,176.021,170.350,162.600,154.738,146.006,136.700
5719757,8.503,157.786,127.372,121.790,123.173,128.089,134.572,140.878,149.179,153.296,159.636,167.696,168.814,166.814,164.382,161.421
5724548,10.401,376.199,274.909,235.856,210.637,193.162,179.991,169.470,154.134,148.600,140.502,133.243,129.079,126.373,123.573,120.662
5724922,8.830,169.675,125.515,108.396,96.919,88.382,82.410,77.748,70.972,68.539,64.920,61.639,59.854,58.953,58.500,58.671
5725640,8.904,189.696,144.037,122.095,108.576,97.958,91.282,86.171,78.812,76.153,71.878,67.392,64.259,61.927,59.577,57.349
5725649,8.583,143.506,102.465,85.848,76.082,68.265,63.006,58.804,52.418,49.877,45.871,41.446,38.204,35.748,33.290,31.067
5725904,13.830,4006.390,3100.734,2813.872,2600.344,2475.223,2315.071,2157.324,1873.582,1752.665,1566.156,1366.701,1225.287,1122.357,1024.214,940.666
5726510,8.960,188.845,147.437,131.781,121.937,114.763,110.799,108.345,106.068,105.782,106.255,108.338,111.185,114.822,120.667,128.049
5726723,9.393,226.387,168.074,145.436,131.029,120.673,113.713,108.441,100.947,98.118,93.971,89.831,87.125,85.373,83.935,82.971
5726857,8.326,121.744,90.716,76.966,68.714,63.733,59.234,55.695,50.445,48.401,45.412,42.431,40.462,39.078,37.757,36.627
5727070,12.528,2565.450,1873.594,1554.781,1376.007,1251.300,1164.861,1098.191,999.646,961.448,897.370,821.984,763.132,716.331,667.540,621.077
5727198,9.357,212.389,158.316,133.829,119.337,110.379,102.839,96.944,88.173,84.977,79.855,74.575,70.974,68.375,65.857,63.627
5727213,11.149,910.047,845.380,825.653,841.439,873.667,911.469,952.178,1017.571,1049.841,1110.365,1193.199,1233.169,1256.387,1293.859,1353.038
5727284,9.705,252.072,181.536,151.353,135.405,128.440,119.936,113.104,102.703,98.847,92.769,86.578,82.383,79.361,76.440,73.912
5727442,7.914,130.833,102.938,89.528,79.669,72.907,67.662,63.705,58.002,55.859,52.549,49.015,46.389,44.196,41.586,38.626
5727479,9.519,259.859,210.738,196.156,192.391,194.807,197.091,198.657,198.448,198.529,198.874,201.491,203.507,205.790,210.982,219.099
5738739,9.680,278.421,210.869,186.048,172.928,166.235,162.508,160.780,161.038,162.931,167.767,177.483,188.322,200.286,218.100,236.995
5739098,8.739,159.637,115.682,96.479,84.489,76.110,70.231,65.784,59.373,56.911,53.009,48.660,45.407,42.840,41.198,38.655
5740214,9.870,267.818,194.758,161.521,142.334,129.181,119.585,112.004,100.684,96.437,89.466,81.845,76.310,72.120,67.936,64.216
5740408,10.672,465.963,344.824,294.144,262.014,239.179,222.593,210.024,192.339,185.916,176.680,168.464,164.389,162.916,163.607,167.385
5740409,9.755,300.418,247.079,234.375,231.226,230.508,231.350,231.365,227.494,225.167,223.005,223.899,225.965,229.392,235.631,244.700
5741295,9.124,189.529,136.956,114.771,101.267,92.112,84.809,79.034,70.466,67.281,62.178,56.811,53.118,50.478,48.009,46.019
5774802,9.065,186.116,139.634,119.006,108.421,103.219,98.398,94.746,89.872,88.374,87.036,87.929,90.996,95.287,101.584,108.205
5774880,8.448,162.033,146.685,152.787,160.856,169.801,178.560,186.414,193.268,189.892,191.801,196.585,198.310,199.460,199.055,197.566
5774939,10.803,604.430,484.862,457.639,448.309,448.063,448.037,445.784,434.161,427.857,420.623,418.859,420.612,425.700,435.171,449.366
5775131,8.692,160.926,122.839,106.652,96.178,86.761,81.528,77.671,72.367,70.495,67.528,64.437,62.400,61.146,60.364,60.288
5776219,10.524,439.935,315.380,264.115,231.946,208.851,193.029,180.813,163.148,156.487,146.298,135.628,128.024,122.081,115.649,109.193
5777865,9.210,225.989,197.327,203.094,216.155,229.830,245.402,259.131,268.698,266.054,265.222,267.279,264.601,260.885,253.875,244.823
5777935,9.166,192.062,139.482,117.797,104.514,94.870,87.910,82.530,74.614,71.575,66.597,60.986,56.794,53.563,50.291,47.272
5795287,8.644,152.435,110.805,94.768,83.662,76.396,70.921,66.621,60.285,57.960,54.366,50.778,48.402,46.695,44.972,43.325
5795305,10.390,1312.367,1584.449,1670.444,1687.787,1636.577,1561.761,1480.542,1314.548,1243.588,1122.670,989.990,902.532,847.564,809.734,801.836
5795576,12.490,1409.931,1035.027,871.899,769.757,704.230,654.165,615.849,559.788,538.386,504.276,466.373,437.677,414.497,388.974,362.440
5796048,10.808,1616.810,1611.651,1740.988,1896.716,2019.217,2164.730,2303.874,2425.682,2412.745,2437.118,2491.396,2496.567,2460.950,2406.964,2322.847
5796211,12.016,2094.341,1546.909,1371.068,1260.772,1217.710,1175.637,1146.449,1111.011,1100.023,1092.373,1096.839,1109.484,1128.620,1159.980,1196.085
5796235,6.885,83.899,70.361,66.707,66.415,66.348,68.191,70.179,73.507,74.759,78.175,82.986,85.306,86.508,88.354,90.455
5796490,8.694,146.872,101.821,83.249,72.415,66.140,61.299,57.748,52.847,50.998,48.122,44.875,42.369,40.300,37.952,35.435
5796523,15.381,14764.465,10410.606,8662.478,7535.930,6705.066,6141.823,5701.869,5057.672,4819.601,4435.201,4021.977,3719.337,3478.938,3217.823,2955.968
5796540,15.956,27754.957,20732.943,17808.826,15703.348,13954.159,12526.238,11340.726,9562.510,8917.090,7944.869,6985.845,6334.639,5845.306,5341.709,4873.851
7128700,8.538,171.030,145.820,139.322,139.497,144.884,151.070,156.980,165.864,169.029,177.313,190.731,199.445,206.316,215.900,227.632
7129031,9.890,277.849,197.716,161.841,140.780,126.648,115.906,107.548,95.257,90.690,83.163,74.929,68.940,64.354,59.649,55.247
7129680,10.598,394.337,274.437,221.218,193.044,177.962,164.112,153.775,139.298,134.068,125.617,116.396,109.602,104.188,98.260,92.168
7129726,9.087,188.404,138.196,116.943,104.370,97.513,91.581,87.185,81.212,79.012,76.089,73.543,72.172,71.384,70.595,69.505
7129788,8.670,158.682,121.573,104.779,95.418,90.771,87.025,84.602,82.116,81.484,81.355,82.413,84.197,86.492,89.872,93.379
7143441,9.181,210.962,158.582,136.858,126.244,120.787,117.265,114.947,112.553,111.941,111.982,112.972,113.994,115.206,116.960,118.161
7143630,9.770,263.522,194.759,164.464,147.693,138.783,130.903,124.909,116.324,113.098,108.787,105.120,103.229,102.264,101.564,100.897
7143811,9.015,205.746,180.898,177.679,183.886,197.013,209.985,222.137,235.591,240.447,248.384,262.354,269.563,273.278,279.276,287.469
7143936,10.154,358.243,283.956,258.342,243.997,230.704,224.780,220.411,213.816,212.058,209.323,207.663,207.022,207.558,210.345,215.342
7144448,8.201,160.798,138.514,128.878,123.712,118.483,115.652,113.418,109.342,107.897,105.677,103.713,102.172,100.868,99.152,96.518
7144533,7.355,92.638,69.989,59.874,53.341,48.725,45.458,43.000,39.495,38.129,36.134,34.095,32.754,31.872,31.177,30.792
7144549,9.927,271.841,188.641,155.909,136.078,122.527,112.659,104.979,93.640,89.282,82.460,75.137,69.961,66.158,62.504,59.412
7144565,14.090,3527.924,2539.849,2079.729,1814.787,1619.102,1490.221,1391.324,1246.649,1190.621,1097.672,990.701,909.892,847.388,783.925,725.589
7145365,11.061,521.387,376.041,321.841,286.378,262.470,245.784,232.869,214.504,207.289,194.442,178.845,164.655,155.084,144.495,134.668
7145424,9.572,245.701,184.665,154.414,137.682,125.088,116.395,109.686,99.895,96.299,90.560,84.613,80.627,77.893,75.568,74.015
7145693,10.279,321.313,228.353,191.543,169.621,154.261,142.695,133.361,119.227,113.940,105.627,97.077,91.265,87.105,83.153,79.814
7145776,9.575,235.243,166.047,138.010,121.290,108.793,100.428,94.049,84.917,81.601,76.382,71.025,67.424,64.866,62.425,60.315
7146022,7.004,80.964,61.407,52.852,48.171,44.556,42.514,40.991,38.927,38.292,37.241,36.223,35.608,35.348,35.469,36.073
7146108,9.762,255.038,186.823,155.306,135.249,121.606,111.551,103.896,92.886,88.727,82.334,75.497,70.455,66.373,61.713,56.835
7147484,5.354,47.395,36.923,33.124,31.274,31.167,30.972,31.073,31.715,32.239,33.529,35.676,37.547,39.392,42.119,45.234
7147915,9.345,263.338,240.605,243.671,247.906,253.038,254.585,256.208,252.924,250.861,245.692,238.899,230.812,222.330,211.788,199.266
7148630,9.764,270.803,194.519,160.819,140.879,127.261,116.984,108.742,96.333,91.634,84.197,76.323,70.741,66.546,62.330,58.568
7148644,10.645,400.443,298.135,252.546,225.973,211.430,197.780,186.667,169.375,162.955,151.907,139.580,130.293,122.973,115.314,108.015
7148839,9.960,276.532,201.447,172.355,154.590,141.816,134.050,128.587,121.393,119.002,114.859,109.920,106.077,103.401,101.279,100.175
7149299,10.262,328.227,240.731,200.756,176.795,159.221,147.408,138.466,125.481,120.335,112.003,102.260,94.729,88.780,82.591,76.682
7149631,10.583,425.144,319.671,269.364,245.143,231.322,220.367,212.613,203.411,200.520,198.000,198.339,201.647,206.888,216.050,228.130
7149695,10.173,302.251,208.722,169.037,145.659,132.509,120.845,111.954,99.293,94.668,87.613,80.450,75.506,71.671,67.457,63.084
7149813,8.960,178.266,132.939,112.498,100.182,93.811,87.745,83.141,76.688,74.326,71.058,68.279,66.990,66.587,66.823,67.817
7150142,8.637,184.684,130.675,109.289,96.588,89.394,83.612,79.290,73.406,71.408,68.511,66.039,64.883,64.483,64.568,65.119
7150559,9.505,220.245,157.593,131.609,116.122,106.663,98.943,92.769,83.302,79.613,73.412,66.242,60.724,56.365,51.803,47.488
7150628,13.856,2987.799,2128.988,1738.242,1494.096,1324.224,1209.213,1123.924,1005.896,963.202,898.228,832.459,788.037,754.572,718.541,681.211
7150655,11.460,619.954,453.410,380.496,334.873,301.118,277.409,258.983,232.224,222.292,207.349,192.530,182.816,175.863,168.929,162.485
7150659,10.495,373.713,269.192,222.455,194.202,176.015,162.706,152.750,138.559,133.146,124.485,114.757,107.506,101.879,96.122,90.683
7150812,9.722,242.128,171.032,138.442,119.623,107.590,98.436,91.446,81.338,77.489,71.320,64.519,59.569,55.804,51.984,48.426
7150965,9.375,204.847,144.201,119.713,105.333,94.280,87.103,81.650,73.764,70.726,65.880,60.444,56.375,53.192,49.845,46.555
7151292,8.910,222.135,174.201,155.653,144.870,136.855,133.251,131.603,131.505,131.990,135.008,140.220,145.100,150.355,158.558,168.541
7151357,12.381,1112.289,790.732,653.173,570.605,510.220,467.229,435.571,390.923,373.885,345.901,302.955,289.484,270.568,251.155,219.738
7151484,9.880,433.944,379.767,361.022,355.004,344.824,345.526,347.576,350.250,351.248,355.533,361.724,362.502,360.158,354.528,342.631
7151508,9.073,196.096,149.123,132.880,124.090,113.831,111.703,111.384,113.971,115.605,120.480,126.279,129.061,130.708,134.036,138.442
7151662,8.832,348.808,253.477,209.157,184.539,166.836,155.236,146.484,134.043,129.429,122.311,114.937,110.031,106.766,104.100,102.475
7151664,8.756,314.026,225.316,188.366,166.318,150.393,139.646,131.386,119.445,115.012,108.045,100.813,95.989,92.775,90.134,88.570
7152045,8.881,161.957,119.934,99.618,88.345,81.792,76.338,72.230,66.403,64.272,60.914,57.409,55.029,53.396,51.976,50.949
7152046,10.787,457.542,327.870,273.025,239.283,215.869,198.308,184.544,164.303,156.570,144.700,132.206,123.300,116.427,109.181,102.196
7153007,14.017,3455.756,2575.812,2152.806,1909.809,1751.621,1624.694,1525.628,1378.558,1322.989,1234.484,1140.093,1073.603,1024.862,978.044,937.921
7186062,8.971,174.476,123.334,100.108,86.439,80.266,73.673,68.729,61.562,58.735,54.167,48.883,44.879,41.770,38.593,35.630
7186216,10.316,337.453,237.909,196.702,171.174,153.223,140.556,130.913,116.913,111.552,102.751,92.805,85.469,79.920,74.382,69.351
7186505,11.364,625.461,446.018,372.897,326.792,293.179,269.789,251.454,224.271,214.100,197.677,180.239,168.268,159.882,152.541,147.392
7186730,9.151,231.446,211.367,218.633,226.877,235.298,243.188,249.863,252.012,247.070,244.882,244.299,241.739,237.731,232.071,223.862
