# TESS ROOT MEAN SQUARE (RMS) COMBINED DIFFERENTIAL PHOTOMETRIC PRECISION (CDPP)
# Sector: 1;  Native Cadence: 2-min;  TPS Pipeline Instance: 366
#
# TESS Science Processing Operations Center
# NASA Ames Research Center
#
# Columns:
#     ticid - TIC Identifier (Stassun et al. 2018)
#     tmag - TESS Magnitude (Stassun et al. 2018)
#     rrmscdpp00p5 - Robust RMS CDPP (ppm) at 0.5 hr
#     rrmscdpp01p0 - Robust RMS CDPP (ppm) at 1.0 hr
#     rrmscdpp01p5 - Robust RMS CDPP (ppm) at 1.5 hr
#     rrmscdpp02p0 - Robust RMS CDPP (ppm) at 2.0 hr
#     rrmscdpp02p5 - Robust RMS CDPP (ppm) at 2.5 hr
#     rrmscdpp03p0 - Robust RMS CDPP (ppm) at 3.0 hr
#     rrmscdpp03p5 - Robust RMS CDPP (ppm) at 3.5 hr
#     rrmscdpp04p5 - Robust RMS CDPP (ppm) at 4.5 hr
#     rrmscdpp05p0 - Robust RMS CDPP (ppm) at 5.0 hr
#     rrmscdpp06p0 - Robust RMS CDPP (ppm) at 6.0 hr
#     rrmscdpp07p5 - Robust RMS CDPP (ppm) at 7.5 hr
#     rrmscdpp09p0 - Robust RMS CDPP (ppm) at 9.0 hr
#     rrmscdpp10p5 - Robust RMS CDPP (ppm) at 10.5 hr
#     rrmscdpp12p5 - Robust RMS CDPP (ppm) at 12.5 hr
#     rrmscdpp15p0 - Robust RMS CDPP (ppm) at 15.0 hr
#
# Generated on 04-Apr-2025 14:44:35 (Pacific)
#
ticid, tmag,rrmscdpp00p5,rrmscdpp01p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p5,rrmscdpp15p0
24695017,8.530,152.630,117.513,104.028,98.037,95.122,93.470,92.495,91.768,92.169,93.755,98.013,103.292,109.439,118.429,128.019
24695161,9.789,251.594,184.377,150.238,132.145,121.042,111.767,104.689,94.710,91.127,85.741,80.540,77.205,74.767,72.108,69.261
24695711,8.263,159.664,149.454,156.841,167.009,174.130,180.970,188.167,192.937,192.433,191.954,192.140,189.790,186.451,180.967,173.420
24695725,16.779,369394.688,368592.531,333227.781,291860.562,259369.219,237978.969,223398.750,205345.781,199282.875,189999.859,180590.906,174808.578,170932.125,167157.891,163343.984
24696180,7.955,110.657,81.387,71.185,65.480,61.851,58.757,56.204,52.220,50.748,48.570,46.646,45.573,44.991,44.613,44.444
24703650,10.307,338.295,245.494,203.691,178.322,164.088,151.978,142.431,128.223,122.702,114.211,105.175,98.732,93.883,88.954,84.372
24704388,8.784,215.806,209.444,221.601,233.607,236.838,239.445,242.405,241.264,238.536,234.953,231.315,227.158,222.141,216.179,208.590
24704862,7.765,96.324,71.636,62.270,56.754,54.263,51.712,49.710,46.695,45.587,43.756,41.711,40.136,38.925,37.702,36.487
24704868,14.686,5816.912,4263.063,3640.931,3241.032,2993.540,2787.728,2621.450,2366.278,2269.549,2112.655,1944.139,1823.465,1733.151,1642.212,1558.083
24705529,9.743,250.355,180.837,145.443,126.738,117.104,108.602,102.273,93.640,90.699,86.247,82.129,79.752,78.239,76.838,75.417
24705587,13.365,1908.184,1362.398,1126.967,989.355,893.041,824.300,771.730,695.721,667.417,621.884,572.548,537.028,510.196,482.794,457.184
24705603,10.176,369.860,286.676,253.915,236.879,243.785,238.907,236.500,235.088,236.035,239.389,246.958,255.035,264.986,279.317,296.785
24706359,9.323,221.355,181.473,168.124,162.698,156.014,151.975,147.123,135.214,130.012,120.039,108.345,99.355,92.704,86.556,81.608
24706893,8.206,162.853,161.255,173.900,183.637,189.254,193.421,198.210,201.533,202.229,201.935,203.238,203.971,204.964,205.357,205.249
24750295,8.550,164.328,133.171,118.085,107.505,100.509,94.336,89.402,81.836,79.006,74.864,71.235,69.410,68.658,68.779,70.125
24750489,10.070,292.110,209.239,170.258,148.969,134.045,123.705,115.744,104.292,100.127,93.490,86.526,81.646,77.962,74.147,70.485
24750548,8.610,141.496,103.291,87.584,78.453,73.252,69.038,65.875,61.460,59.946,57.725,55.786,54.805,54.397,54.354,54.645
24750915,8.621,185.147,165.179,168.799,176.989,188.025,197.663,206.119,212.408,212.479,214.178,219.794,223.134,225.362,227.605,228.850
24751068,10.953,484.049,342.938,285.832,254.294,229.963,213.810,201.016,181.803,174.491,162.348,148.752,138.715,131.155,123.712,117.182
24751264,11.964,887.057,642.462,528.163,461.507,421.561,387.827,361.981,324.723,310.743,289.258,266.842,251.171,239.276,226.821,214.449
25063296,10.609,374.655,261.670,214.156,184.238,162.028,148.156,137.649,122.725,117.227,108.737,99.935,93.838,89.255,84.507,79.943
25063986,10.061,314.534,240.101,220.222,210.282,221.466,220.843,220.450,218.575,218.866,220.367,227.327,236.180,246.537,261.418,277.541
25063999,9.896,265.003,199.255,167.724,149.162,136.756,127.199,119.815,109.062,105.058,99.006,92.994,89.067,86.308,83.656,81.293
25064377,10.425,351.909,251.608,211.139,183.933,168.136,155.001,145.082,131.083,125.800,117.856,109.610,103.870,99.509,94.927,90.477
25064731,9.173,230.284,209.003,213.932,218.817,222.202,224.456,225.929,222.205,219.039,214.110,208.739,202.976,196.970,189.948,181.734
25064848,9.912,287.480,205.335,168.033,146.991,132.515,121.955,113.727,101.567,97.002,89.559,81.540,75.967,72.048,68.575,66.065
25065290,11.059,497.590,356.948,297.892,262.339,238.257,219.117,203.667,180.439,171.551,157.658,143.167,133.329,126.477,120.412,116.056
25065357,9.091,185.501,135.404,116.208,105.319,99.189,93.397,88.506,80.608,77.472,72.121,65.978,61.300,57.718,54.203,51.119
25065358,11.359,600.631,433.636,367.010,328.291,300.092,280.462,265.159,242.684,234.433,221.235,207.578,198.450,192.297,187.271,184.109
25065471,10.246,311.234,226.433,190.147,170.267,156.192,146.019,137.832,125.514,120.864,113.672,106.340,101.391,97.888,94.576,91.756
25077654,10.916,443.230,317.707,260.017,227.940,210.325,194.854,182.993,166.223,160.284,150.849,141.287,134.910,130.308,125.738,121.426
25077712,12.351,1075.675,771.784,641.077,564.209,521.889,486.675,460.190,422.539,408.255,385.132,358.342,337.135,319.585,299.927,279.401
25078674,6.529,62.730,47.217,40.313,36.222,34.293,32.285,30.668,28.270,27.477,26.206,25.057,24.339,23.763,22.977,21.912
25078884,11.232,524.857,372.458,311.571,275.332,248.546,229.852,215.107,193.220,185.146,172.179,158.466,148.702,141.244,133.465,126.027
25078924,10.705,792.936,889.959,1028.917,1158.473,1226.021,1275.698,1339.614,1431.358,1465.172,1521.663,1585.682,1634.041,1685.124,1715.272,1736.763
25079777,11.305,560.722,401.337,337.703,297.641,270.744,251.482,237.238,217.446,210.074,198.655,186.418,177.924,171.962,166.675,162.758
25080362,11.204,529.025,380.187,318.016,280.511,254.933,236.403,221.839,200.201,192.104,178.763,164.035,153.153,144.736,135.877,127.193
25080867,9.775,252.715,181.230,151.551,132.540,118.303,108.746,101.376,90.504,86.219,79.459,71.939,66.426,62.249,58.106,54.404
25081005,10.948,357.312,266.316,236.309,219.672,203.270,195.937,190.548,183.272,181.854,180.024,181.244,185.094,190.513,199.092,209.072
25081091,9.908,266.833,193.998,167.134,146.927,130.807,121.125,113.847,103.849,100.347,95.244,90.644,88.022,86.280,84.369,82.114
25081173,10.343,345.042,254.311,216.960,195.119,179.412,169.319,161.941,151.806,148.046,142.688,137.365,133.905,131.714,130.080,129.020
25081407,10.623,390.952,289.106,240.462,211.222,188.672,174.111,162.911,146.704,140.511,131.077,121.163,114.176,108.890,103.351,97.921
25081575,9.960,274.186,201.041,169.131,149.112,137.562,127.112,118.986,107.036,102.615,95.528,88.108,83.037,79.448,76.115,73.440
25081629,14.097,3963.788,2988.795,2544.234,2258.418,2078.225,1927.385,1803.404,1611.599,1537.411,1422.515,1303.550,1221.428,1161.473,1102.419,1048.990
25081729,11.896,849.854,606.890,506.143,443.612,410.945,381.326,359.244,327.907,315.638,296.110,273.713,256.820,243.879,230.973,219.327
25115881,11.611,687.367,502.836,419.561,369.385,338.407,314.627,296.811,271.888,262.960,249.334,235.912,227.491,221.981,217.431,214.026
25115993,11.774,868.161,657.210,569.024,513.494,471.423,441.368,417.682,381.309,367.208,344.116,318.483,299.425,284.828,270.002,256.321
25116013,9.470,211.048,155.014,130.216,114.310,103.434,95.747,89.936,81.783,78.873,74.408,69.961,66.991,64.737,62.240,59.540
25116119,9.713,239.245,169.135,138.714,120.885,110.579,101.239,94.080,83.726,79.913,73.641,66.838,61.979,58.348,54.742,51.495
25116423,11.930,853.258,602.249,500.045,443.586,419.084,391.101,369.178,336.967,325.000,306.936,289.033,277.305,268.992,261.000,253.773
25116563,10.794,467.901,353.828,323.590,302.653,295.882,288.819,283.802,276.735,275.475,273.690,274.200,275.962,279.248,286.288,296.664
25117096,10.628,380.131,272.049,226.775,199.454,180.370,165.903,154.339,136.922,130.261,119.667,108.355,100.401,94.586,89.059,84.469
25117242,9.707,568.498,457.145,423.612,409.158,401.379,400.451,399.808,395.554,394.975,392.859,391.472,387.981,385.219,382.906,380.846
25117273,9.192,595.487,405.362,301.333,241.829,202.760,180.656,165.587,146.146,139.151,127.832,115.107,105.723,98.399,90.729,83.465
25117741,11.179,532.387,394.932,335.225,301.703,284.574,268.236,255.171,235.865,229.113,219.212,211.215,208.031,207.788,210.256,216.141
25117756,9.884,286.546,212.447,179.371,159.402,145.843,137.367,130.724,120.907,117.110,111.191,104.721,99.992,96.487,93.195,90.420
25118098,9.642,249.533,186.656,155.792,137.570,124.593,115.600,108.816,99.179,95.709,90.199,84.437,80.403,77.338,74.090,70.765
25118795,9.887,427.083,311.693,262.902,233.444,213.820,198.714,186.928,169.654,163.360,153.257,142.758,135.454,129.969,124.408,119.096
25118964,12.030,1139.137,1036.280,1054.010,1105.175,1178.099,1261.724,1342.563,1435.167,1468.517,1520.868,1609.749,1649.559,1659.868,1668.264,1668.970
25131718,11.654,669.808,471.488,387.711,335.874,301.956,276.048,256.490,229.276,219.579,205.579,192.919,185.828,181.537,177.876,175.153
25132222,9.302,202.726,146.704,120.719,105.412,96.452,88.808,82.804,73.908,70.560,65.159,59.253,54.841,51.292,47.407,43.486
25132265,9.039,191.464,157.417,144.934,141.698,139.997,140.170,140.753,141.620,142.619,145.050,150.098,154.597,159.105,166.072,174.292
25132314,8.029,133.961,110.962,107.457,108.940,114.560,120.560,126.680,135.528,140.613,147.827,157.424,159.810,159.120,157.228,154.304
25132694,9.205,229.351,170.903,154.840,144.690,145.857,143.794,142.916,142.967,145.030,147.830,152.997,157.859,163.578,171.836,181.926
25132696,11.097,519.355,375.189,321.733,285.568,256.956,238.341,223.878,202.412,194.335,181.114,166.506,155.751,147.488,139.075,131.332
25132720,11.628,710.326,512.088,425.804,374.786,336.352,309.372,288.336,257.470,245.791,227.373,207.688,193.687,183.156,172.604,163.060
25132754,10.300,319.666,225.933,191.717,168.434,154.642,143.298,134.201,120.477,115.118,106.621,97.224,90.183,84.612,78.669,72.878
25132893,10.683,392.127,284.754,236.654,209.383,193.100,179.433,169.126,154.465,149.154,140.876,132.354,126.459,122.002,117.245,112.319
25132999,10.812,528.441,423.015,380.318,355.481,343.772,334.528,328.531,321.598,320.891,320.681,324.568,330.574,339.230,353.588,373.170
25133016,13.450,2317.850,1693.028,1414.751,1233.916,1111.793,1021.883,952.715,851.638,813.180,752.257,686.421,639.323,604.010,568.591,536.064
25133052,8.148,116.463,84.822,72.016,63.825,58.501,54.841,52.101,48.240,46.592,44.376,41.970,40.217,38.924,37.706,36.675
25133068,9.447,226.679,161.463,129.728,110.891,97.489,88.278,81.241,71.124,67.353,61.394,55.020,50.452,46.949,43.319,39.897
25133286,13.583,10810.451,12718.280,15067.857,16769.867,17589.918,18570.613,19583.564,21361.852,22458.387,24309.859,26825.760,29276.250,31569.117,34669.867,38517.672
25133604,13.199,1931.409,1406.011,1171.935,1038.574,937.571,874.301,827.797,763.968,740.326,704.739,667.052,640.481,620.707,600.854,581.873
25133636,10.620,380.690,269.891,222.406,194.196,176.542,163.194,153.421,139.920,134.823,126.688,117.450,110.494,105.073,99.457,94.099
25134376,8.935,972.991,793.350,743.670,721.211,705.142,697.690,689.885,670.275,664.515,651.330,639.113,628.839,622.889,617.124,612.358
25134377,8.323,451.527,361.360,333.237,321.057,313.385,308.491,303.802,293.095,290.601,283.929,278.043,273.820,271.723,269.626,267.739
25134442,10.926,468.629,345.806,295.192,267.392,248.017,235.242,225.551,211.794,206.880,199.535,192.382,187.872,185.170,183.672,183.558
25134567,11.502,628.766,450.523,375.094,331.954,304.148,283.808,268.524,247.352,239.877,228.690,218.073,211.754,207.853,204.705,202.253
25135970,10.433,344.910,253.301,208.096,183.786,165.624,153.201,143.702,129.860,124.386,115.924,106.535,99.600,94.263,88.800,83.572
25136499,14.075,4622.242,3433.202,2853.080,2527.578,2368.023,2198.439,2064.589,1864.746,1788.767,1666.807,1533.666,1435.296,1357.936,1275.564,1194.212
25136560,9.786,319.974,290.698,293.290,289.730,281.435,275.568,271.205,261.086,255.495,246.936,236.161,226.304,217.718,208.386,198.913
25136780,10.840,480.207,363.980,314.651,286.298,263.338,250.346,240.459,226.677,222.254,215.858,211.140,209.544,209.556,210.670,211.854
25137423,14.694,9560.211,7019.529,5785.888,4968.826,4278.309,3898.435,3618.649,3230.055,3085.312,2863.959,2630.392,2464.472,2334.980,2194.450,2049.861
25139818,9.089,247.239,251.550,293.211,326.345,336.890,348.433,364.171,384.997,390.138,399.396,413.327,420.818,420.685,422.899,422.067
25153007,8.897,171.368,130.468,114.208,103.245,96.358,91.666,88.296,83.891,82.276,80.436,79.188,78.955,79.404,80.689,82.556
25153041,9.361,199.779,144.486,119.558,104.614,94.390,87.103,81.575,73.517,70.358,65.171,59.182,54.669,51.219,47.765,44.605
25153109,8.921,169.081,128.203,113.202,104.585,98.703,94.376,90.882,85.384,83.263,80.008,76.701,74.395,72.797,71.512,70.677
25153167,13.568,3267.809,2747.278,2639.006,2571.063,2453.625,2348.197,2220.845,1949.390,1828.281,1629.449,1413.020,1259.388,1149.870,1048.377,965.240
25153404,10.692,395.569,286.595,243.125,214.423,197.583,183.904,173.125,157.089,151.000,141.438,131.303,124.189,118.968,114.018,109.816
25153544,9.744,245.818,175.346,148.583,132.267,120.864,112.642,106.157,96.464,92.740,86.965,80.840,76.441,73.076,69.574,66.212
25153635,14.701,6639.499,5077.116,4365.867,3940.768,3721.797,3512.771,3338.844,3067.351,2963.362,2810.806,2665.065,2569.303,2497.410,2414.598,2318.833
25154399,9.514,232.534,172.095,145.850,130.228,119.595,111.653,105.403,96.135,92.733,87.206,81.347,77.216,74.153,71.129,68.376
25155310,10.610,389.311,280.443,238.667,212.756,197.425,185.663,176.919,164.846,160.437,153.774,146.856,142.061,138.666,135.450,132.558
25155510,11.303,566.988,405.907,330.798,286.038,248.365,228.169,213.485,193.221,185.522,173.241,159.239,148.730,140.576,132.156,124.130
25155612,10.236,665.215,475.312,402.533,364.677,347.148,329.609,315.865,295.756,288.955,278.645,269.819,265.301,263.366,262.923,263.757
25155664,6.668,89.668,96.440,115.668,132.109,135.721,139.595,145.362,154.285,157.838,164.518,173.508,181.107,189.064,198.181,209.152
25155698,8.292,163.708,156.245,163.366,168.967,169.335,169.396,170.594,169.133,167.333,164.542,159.718,153.673,147.906,140.865,133.437
25155713,10.574,407.886,299.585,268.168,251.916,239.632,230.932,223.460,210.722,206.989,198.814,190.491,185.072,182.319,182.242,186.551
25156036,9.436,262.493,208.261,183.347,167.702,156.850,147.770,139.905,126.722,121.423,112.417,101.968,93.785,87.211,80.278,73.692
25165579,12.408,1324.554,974.011,816.279,732.331,686.481,646.050,613.683,565.026,546.590,516.901,484.504,460.115,440.712,419.552,398.016
25165839,10.381,397.300,306.462,275.656,261.096,259.285,255.973,254.294,253.370,255.260,258.681,266.143,273.600,282.957,296.071,312.241
25167586,8.831,176.556,132.677,111.496,98.926,89.582,83.464,78.898,72.505,70.103,66.396,62.399,59.536,57.402,55.269,53.281
25167696,10.218,443.406,337.211,305.324,287.067,285.487,276.831,269.980,257.861,254.121,246.961,240.320,235.744,232.783,230.270,228.067
25167840,13.370,2584.045,1881.635,1567.410,1379.440,1246.778,1151.469,1077.603,969.596,929.326,864.647,795.443,746.615,710.637,675.391,644.276
25170085,11.019,503.647,365.714,315.690,282.429,265.988,250.910,239.520,222.958,217.015,206.523,194.326,185.259,179.064,174.140,171.691
25170114,10.108,348.548,261.441,230.648,215.967,219.837,215.821,213.980,213.737,216.406,220.610,228.784,236.858,245.694,259.260,275.418
25170460,8.896,190.608,160.242,154.497,152.652,157.557,160.691,163.468,165.870,166.938,169.490,174.863,179.024,183.832,190.083,198.053
25194993,10.786,440.233,322.345,270.793,241.269,221.952,207.398,196.006,179.312,173.228,163.845,154.516,148.425,144.176,140.243,136.955
25195850,13.171,1874.836,1382.618,1173.849,1045.548,946.471,878.693,826.714,750.084,720.472,673.134,621.416,584.958,559.313,536.987,521.307
25196278,10.020,285.642,209.947,176.877,155.567,140.145,130.407,123.099,112.935,109.265,103.638,97.877,93.910,90.915,87.667,84.281
25196356,8.486,138.635,103.198,88.923,80.423,76.097,72.860,70.814,68.713,68.371,68.409,69.653,71.659,74.123,77.673,81.096
25200060,10.381,358.670,263.504,221.969,198.438,183.172,171.476,162.669,149.761,144.402,135.946,125.755,117.708,111.460,105.231,99.529
25200252,10.955,739.907,637.926,624.661,642.274,663.221,691.172,720.795,769.304,804.096,851.055,912.728,936.226,946.685,952.529,956.753
25202447,8.783,197.957,184.386,189.880,203.319,217.704,234.568,249.256,256.638,256.509,250.377,243.663,233.801,223.883,211.148,197.684
25225564,8.789,151.680,110.298,92.106,81.667,76.412,71.345,67.555,62.246,60.218,57.315,54.437,52.605,51.428,50.477,49.845
25226885,11.933,1237.088,1185.232,1272.020,1338.442,1424.410,1498.483,1579.995,1677.518,1748.614,1812.262,1909.273,1963.771,2004.311,2034.877,2056.976
25228605,9.753,257.980,193.458,171.398,154.576,142.742,134.443,127.776,117.171,113.073,106.276,98.713,92.995,88.494,83.807,79.329
25230545,8.400,163.993,156.923,168.345,178.141,183.117,187.637,192.219,193.956,192.484,190.953,190.286,188.710,186.673,184.085,180.668
25243422,11.917,1305.047,1113.519,1104.047,1158.724,1246.571,1345.477,1436.047,1530.277,1568.672,1615.216,1693.870,1716.745,1710.252,1692.713,1663.378
25244716,9.206,208.724,159.785,143.056,134.200,134.359,130.957,128.480,124.867,123.547,122.724,123.845,126.244,129.719,135.187,142.070
25244906,8.708,157.069,116.472,98.438,87.781,81.587,75.728,71.046,64.118,61.699,57.929,54.410,52.249,50.723,49.104,47.424
25245547,15.351,15944.551,11608.942,9679.687,8507.600,7886.525,7274.815,6788.449,6054.843,5772.979,5314.016,4800.583,4410.469,4095.997,3753.899,3413.003
25245570,14.740,9283.960,7153.488,6169.930,5597.025,5173.762,4886.768,4660.207,4328.510,4200.447,4016.010,3833.544,3712.141,3625.548,3539.461,3452.462
25245855,9.051,218.307,170.823,152.986,145.923,140.514,137.036,133.502,126.053,122.959,117.783,112.461,108.542,105.810,103.513,102.089
25245922,7.949,111.511,85.359,74.235,66.830,62.296,58.525,55.592,51.294,49.722,47.490,45.546,44.461,43.736,42.893,41.766
25246985,9.305,198.906,146.233,123.473,112.475,102.709,96.792,92.210,85.495,83.034,79.010,74.606,71.280,68.653,65.814,62.918
25247445,8.279,163.634,155.195,156.395,154.365,151.548,148.256,146.314,142.918,140.797,137.831,133.398,128.765,124.765,120.478,116.259
25282861,10.472,396.598,302.582,258.435,232.109,211.709,200.541,192.095,180.200,176.233,169.703,163.192,159.105,156.772,155.738,156.361
25282940,8.864,165.601,124.225,105.380,94.281,88.069,82.767,78.794,73.111,70.986,67.606,63.841,60.969,58.661,56.177,53.596
25283002,11.507,789.406,584.305,493.727,436.929,414.600,386.225,364.034,330.470,317.352,295.500,270.328,251.228,236.515,221.752,208.384
25284465,9.325,203.098,150.655,126.881,111.973,102.777,94.925,88.734,79.345,75.627,69.536,62.676,57.714,54.126,50.840,48.274
25285075,7.064,99.282,85.048,81.301,80.397,81.285,81.676,82.001,81.694,81.496,81.601,82.701,83.735,84.970,87.034,89.697
25285103,9.058,183.069,132.126,109.110,96.193,86.195,79.473,74.384,67.228,64.717,60.859,57.180,55.002,53.681,52.712,52.283
25285374,8.923,223.185,190.165,170.437,158.777,150.166,143.544,137.990,128.538,124.494,117.896,110.201,104.237,99.800,95.732,92.585
25299762,5.584,59.741,48.473,46.755,47.261,46.322,47.656,48.983,50.924,53.189,55.542,59.106,61.598,64.962,68.293,72.516
25300088,13.256,2222.839,1548.435,1258.854,1096.066,1018.211,945.625,890.355,810.500,780.781,729.860,670.720,625.562,590.473,554.957,521.960
25300347,8.810,168.756,128.395,110.526,99.661,92.700,87.557,83.650,78.057,76.182,73.332,70.878,69.683,69.216,69.338,70.020
25300361,10.477,383.392,282.889,238.658,213.396,198.555,184.900,173.736,156.483,149.743,138.979,127.298,118.799,112.325,105.817,99.880
25300818,6.377,343.852,281.453,271.443,273.325,278.081,283.791,288.270,289.244,290.761,291.224,294.379,295.908,301.254,304.275,308.550
25301292,12.031,1072.893,778.435,639.767,568.078,530.089,491.482,460.644,414.050,396.201,368.598,339.728,319.248,303.542,287.031,270.977
25350326,11.882,937.097,712.678,615.501,556.383,509.960,477.021,449.754,406.569,389.419,361.691,331.162,308.832,292.079,275.747,261.465
25350747,8.892,176.911,133.702,118.323,110.605,105.854,102.891,100.762,98.082,97.654,97.708,99.960,103.603,108.182,115.023,122.624
25351345,8.555,166.821,152.799,161.112,170.808,175.706,182.724,188.723,191.053,187.570,185.823,186.308,185.965,185.259,184.841,184.363
25351646,9.623,248.249,180.271,151.833,135.122,122.150,114.319,108.314,99.721,96.654,91.652,86.356,82.654,79.980,77.448,75.258
25352261,9.139,224.436,191.820,179.142,174.205,177.980,177.694,176.962,172.697,170.688,166.987,163.210,159.524,156.486,153.567,150.940
25353710,12.657,1658.302,1234.857,1075.159,977.834,952.459,909.986,876.671,824.584,805.612,767.808,719.233,678.340,646.081,615.214,589.036
25355566,8.987,195.033,156.457,144.068,138.824,140.493,140.302,140.507,140.425,142.162,143.606,147.103,150.408,153.979,159.827,167.203
25356194,7.611,103.190,79.426,69.229,63.011,59.113,56.131,53.723,50.057,48.673,46.507,44.243,42.591,41.312,39.900,38.351
25356351,9.103,250.308,193.853,174.614,166.177,166.828,166.181,165.661,164.673,166.034,168.113,174.286,181.594,190.151,202.229,215.283
25357744,9.923,558.688,439.340,396.185,375.436,356.461,346.226,337.519,323.130,318.694,311.694,307.244,305.694,305.914,306.164,304.925
25357756,9.551,244.216,187.809,168.552,156.692,144.956,141.227,139.703,140.381,141.437,144.717,148.753,150.552,151.436,152.593,152.514
25357782,11.720,881.488,673.287,573.138,529.796,518.579,499.949,483.067,452.791,441.535,422.227,402.497,387.925,376.540,364.348,351.434
25358020,9.593,240.573,169.818,140.608,124.384,113.731,105.813,99.857,91.305,88.175,83.149,77.737,73.791,70.716,67.456,64.210
