# TESS ROOT MEAN SQUARE (RMS) COMBINED DIFFERENTIAL PHOTOMETRIC PRECISION (CDPP)
# Sector: 4;  Native Cadence: 2-min;  TPS Pipeline Instance: 407
#
# TESS Science Processing Operations Center
# NASA Ames Research Center
#
# Columns:
#     ticid - TIC Identifier (Stassun et al. 2018)
#     tmag - TESS Magnitude (Stassun et al. 2018)
#     rrmscdpp00p5 - Robust RMS CDPP (ppm) at 0.5 hr
#     rrmscdpp01p0 - Robust RMS CDPP (ppm) at 1.0 hr
#     rrmscdpp01p5 - Robust RMS CDPP (ppm) at 1.5 hr
#     rrmscdpp02p0 - Robust RMS CDPP (ppm) at 2.0 hr
#     rrmscdpp02p5 - Robust RMS CDPP (ppm) at 2.5 hr
#     rrmscdpp03p0 - Robust RMS CDPP (ppm) at 3.0 hr
#     rrmscdpp03p5 - Robust RMS CDPP (ppm) at 3.5 hr
#     rrmscdpp04p5 - Robust RMS CDPP (ppm) at 4.5 hr
#     rrmscdpp05p0 - Robust RMS CDPP (ppm) at 5.0 hr
#     rrmscdpp06p0 - Robust RMS CDPP (ppm) at 6.0 hr
#     rrmscdpp07p5 - Robust RMS CDPP (ppm) at 7.5 hr
#     rrmscdpp09p0 - Robust RMS CDPP (ppm) at 9.0 hr
#     rrmscdpp10p5 - Robust RMS CDPP (ppm) at 10.5 hr
#     rrmscdpp12p5 - Robust RMS CDPP (ppm) at 12.5 hr
#     rrmscdpp15p0 - Robust RMS CDPP (ppm) at 15.0 hr
#
# Generated on 04-Apr-2025 14:44:56 (Pacific)
#
ticid, tmag,rrmscdpp00p5,rrmscdpp01p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p5,rrmscdpp15p0
31997826,8.794,172.025,124.410,105.986,94.169,84.677,78.930,74.422,67.560,64.839,60.328,55.107,51.124,48.043,44.931,42.031
31998032,10.144,317.610,230.122,197.634,176.559,161.396,151.627,144.379,134.349,130.597,124.889,118.617,113.903,110.179,106.216,102.092
31998055,12.896,1565.147,1130.472,979.820,888.619,824.380,778.405,742.066,688.629,670.204,640.947,613.041,595.542,583.830,572.685,561.619
31998443,12.398,1147.898,806.134,660.324,577.394,536.018,499.900,473.127,435.828,422.043,399.408,373.440,353.835,338.943,324.361,311.364
31998499,10.380,485.434,417.424,386.875,367.426,354.184,343.244,333.707,314.931,306.117,292.478,276.895,264.806,256.265,249.291,245.605
31999165,9.795,278.832,211.289,182.416,165.537,157.377,149.604,143.328,133.515,129.659,123.476,116.563,111.184,106.835,102.161,97.154
31999341,10.796,454.248,344.026,300.399,272.642,256.699,243.807,234.326,221.449,217.445,211.593,207.131,205.451,205.277,206.053,206.796
31999683,8.653,176.395,144.486,135.531,133.280,132.927,134.944,137.488,142.263,143.566,149.388,158.799,165.504,171.265,179.981,190.912
32001054,6.861,94.034,77.991,74.628,73.783,74.372,75.604,76.379,76.019,76.060,75.630,75.787,75.604,75.347,75.231,75.019
32001057,7.025,102.776,86.086,80.384,78.317,78.806,78.668,78.333,76.718,76.090,75.253,75.216,75.393,75.541,75.856,75.693
32001069,8.987,201.803,158.076,143.733,136.819,140.047,139.260,139.100,139.188,140.259,142.538,147.604,152.384,156.860,161.474,162.857
32032648,11.156,554.903,427.897,380.916,348.072,326.337,311.343,299.733,281.959,274.808,263.709,250.788,240.469,232.499,224.526,217.024
32032672,11.426,619.313,453.973,380.460,335.500,309.212,287.480,270.853,246.529,237.360,222.254,205.714,194.320,186.860,181.524,180.005
32032816,13.713,2979.589,2172.521,1834.255,1628.327,1426.041,1323.735,1245.177,1130.395,1085.091,1016.130,941.033,886.239,844.398,801.710,762.037
32032862,12.581,1409.760,1105.070,1003.212,949.804,935.130,920.664,911.476,897.229,894.523,893.490,900.304,904.869,907.375,906.305,890.754
32032865,12.056,933.135,689.464,577.103,509.947,467.116,434.856,411.173,377.932,365.403,345.278,322.276,304.582,290.482,275.442,260.715
32033224,7.738,117.696,91.084,77.989,70.309,65.129,61.074,57.974,53.460,51.783,49.171,46.508,44.814,43.819,43.274,43.441
32033695,11.907,871.681,641.607,528.488,465.201,427.644,394.019,367.943,329.580,314.703,291.371,265.670,246.383,230.865,213.983,197.239
32034066,11.073,501.164,374.948,321.112,289.546,271.082,257.315,246.687,231.636,226.553,218.729,211.385,206.645,203.163,199.401,194.654
32034088,10.230,333.918,253.465,229.540,217.755,212.318,208.551,205.980,201.686,201.028,198.309,194.245,189.234,184.701,180.614,177.242
32034200,10.889,453.339,336.318,294.852,265.814,249.569,234.551,222.818,205.464,198.751,188.387,177.132,168.641,161.765,153.987,145.574
32034254,12.583,1266.870,935.084,785.433,702.279,644.393,603.445,571.578,523.960,505.035,473.628,436.473,407.681,385.567,363.759,344.211
32034265,9.895,279.267,203.280,174.185,157.661,145.376,137.439,131.550,123.390,121.025,116.999,113.556,111.811,110.971,110.360,109.647
32034372,11.025,509.242,383.784,341.968,323.960,319.562,314.242,309.555,301.153,298.077,293.784,290.409,287.734,286.568,287.984,292.276
32034702,8.801,192.503,161.202,158.699,162.522,170.768,180.465,189.849,202.765,206.248,215.907,230.679,237.214,240.126,244.189,250.127
32034867,12.607,1316.977,957.205,814.405,725.613,676.204,629.759,592.121,533.701,510.520,472.324,428.596,394.880,367.997,339.464,311.814
32036085,11.220,549.077,390.547,322.706,284.160,264.729,245.875,231.678,211.509,204.302,192.522,179.928,171.040,164.484,157.925,151.809
32036415,12.112,1059.156,845.190,770.356,731.679,714.185,707.333,706.635,715.178,723.945,742.577,769.262,786.833,803.670,831.087,867.419
32036657,11.055,489.558,351.252,300.862,270.961,250.999,236.777,226.080,211.235,206.637,198.861,191.525,187.172,184.661,182.877,181.825
32036692,8.162,144.783,128.500,132.364,140.088,149.448,159.691,168.793,176.094,177.682,178.964,183.150,184.499,184.169,183.616,182.278
32049399,11.135,561.333,445.865,407.488,387.441,403.141,400.166,399.462,399.843,400.198,401.977,400.921,393.528,385.045,377.013,369.224
32050031,9.598,235.732,169.572,145.239,128.887,118.277,110.988,105.525,97.830,94.944,90.177,84.478,79.777,75.758,71.106,66.018
32050414,13.967,3787.439,2792.375,2345.425,2085.418,1936.156,1803.642,1702.345,1554.928,1496.365,1409.432,1316.127,1248.942,1197.923,1146.408,1098.230
32050449,10.177,323.968,246.236,214.045,196.989,201.387,193.377,187.106,177.681,174.332,169.377,164.872,161.869,159.618,157.216,153.982
32050788,7.237,219.241,136.100,109.064,98.935,99.748,97.954,96.568,94.645,94.199,92.368,88.168,82.612,77.188,71.026,64.614
32051050,9.805,1070.312,814.359,738.332,697.618,688.725,668.183,649.223,615.005,599.324,576.934,552.792,532.736,515.720,496.185,474.401
32051052,8.608,215.131,172.615,157.129,149.109,143.694,138.464,134.061,126.495,123.802,119.644,116.269,114.440,113.277,111.843,109.531
32051721,9.185,214.134,166.130,151.745,145.155,146.843,147.048,147.269,147.066,146.897,148.034,150.949,153.046,155.232,158.755,163.026
32051872,9.345,218.119,164.094,139.256,123.719,114.073,105.595,98.817,88.716,84.871,79.014,72.998,68.820,65.657,62.336,59.137
32052027,5.995,471.783,500.650,544.908,581.090,597.732,626.440,657.135,694.419,712.621,743.643,792.320,830.199,863.623,905.221,954.277
32052179,10.032,507.595,323.361,254.689,226.436,212.704,202.178,194.195,182.814,178.335,170.128,158.688,148.571,140.506,132.757,126.107
32052313,10.725,421.642,303.233,257.073,232.285,218.527,205.613,195.735,181.160,175.695,166.633,156.229,148.137,141.706,134.975,128.433
32052608,10.362,430.853,328.471,285.725,257.744,236.423,221.613,209.810,192.293,186.270,177.281,169.862,166.491,165.222,165.012,165.808
32052779,12.782,1668.847,1341.964,1239.381,1196.762,1163.566,1157.948,1159.270,1170.562,1186.007,1219.499,1284.286,1349.170,1419.642,1519.997,1630.109
32052897,10.714,422.231,316.311,276.114,248.178,231.677,217.853,207.055,190.785,184.268,174.618,164.469,157.317,152.079,147.109,142.835
32053388,7.675,143.354,141.411,151.934,166.001,176.944,188.857,202.175,217.081,223.019,229.132,242.166,252.799,272.427,284.057,297.587
32053468,10.908,483.800,350.747,289.613,253.881,233.282,216.533,204.017,186.479,179.891,169.260,157.246,148.313,141.531,134.784,128.680
32053473,10.503,374.773,266.644,222.387,196.423,181.178,169.288,160.232,147.230,142.273,134.661,126.404,120.270,115.396,110.119,104.662
32068234,10.185,301.205,220.910,189.228,168.208,156.468,146.706,139.506,129.131,124.883,117.970,109.345,102.390,96.972,91.630,86.748
32068500,12.951,1738.236,1320.997,1090.961,973.419,911.693,862.681,829.498,789.398,775.461,757.091,737.219,721.190,706.726,690.252,668.364
32068755,14.892,9761.393,7504.529,6461.774,5831.242,5517.534,5188.045,4919.732,4505.317,4331.829,4077.658,3804.685,3606.378,3456.334,3306.328,3165.654
32068795,12.047,841.939,619.463,528.113,475.844,438.485,411.904,390.236,356.538,343.018,322.385,300.340,284.340,272.150,259.777,248.151
32068898,13.818,3858.618,3055.124,2861.765,2752.348,2717.029,2709.336,2712.127,2704.924,2697.830,2620.635,2410.789,2159.808,1942.900,1723.421,1525.886
32069304,9.431,219.032,160.173,137.316,124.373,115.663,109.245,104.270,97.005,94.625,90.699,87.105,85.140,84.241,84.063,84.829
32070010,11.656,695.415,502.945,427.731,374.106,345.226,318.576,298.456,269.675,258.446,241.792,224.131,211.618,202.131,192.282,182.640
32070390,11.048,484.882,348.844,291.933,256.832,231.730,213.643,199.457,178.492,170.451,157.838,144.187,134.214,126.435,118.241,110.369
32070488,9.874,277.641,206.378,177.651,159.847,149.633,141.197,134.686,125.366,122.039,117.796,114.971,114.311,114.460,114.587,113.588
32070982,9.600,246.461,186.527,161.829,146.829,136.294,129.299,123.732,115.232,111.850,106.291,99.757,94.445,90.038,85.360,80.633
32071382,9.968,304.726,229.447,197.879,181.331,171.710,166.302,163.501,162.168,162.769,164.872,167.890,169.561,170.708,172.111,171.785
32071525,9.578,231.189,170.802,151.925,137.588,127.967,122.154,117.698,111.135,108.836,104.911,100.632,97.539,95.535,94.242,93.988
32071556,8.909,179.107,142.458,125.486,116.044,114.061,110.307,107.366,103.262,101.507,99.903,99.231,99.458,100.329,102.099,104.307
32071753,11.072,496.193,362.235,297.285,260.216,248.658,231.025,217.617,198.545,191.672,181.035,170.335,163.206,158.056,152.777,147.556
32072079,10.486,387.402,302.264,278.442,263.931,254.289,251.157,250.808,254.567,257.780,265.918,277.521,285.564,293.211,305.731,322.585
32072097,10.873,432.011,314.409,258.340,226.494,207.782,191.835,179.316,160.424,153.023,140.700,126.621,116.142,108.224,100.417,93.438
32072196,8.368,151.581,122.642,114.578,116.089,123.170,130.491,137.381,147.041,151.273,159.718,173.172,180.573,184.898,191.556,200.728
32072229,13.201,1947.210,1428.553,1204.956,1076.217,1005.803,942.987,893.742,822.072,796.625,759.183,725.929,707.585,696.913,686.833,675.865
32088889,10.603,570.164,424.194,357.549,320.782,298.287,282.038,270.689,255.402,249.501,239.545,226.439,215.399,206.977,199.505,193.780
32088907,8.404,136.861,106.771,94.642,90.147,88.727,88.415,88.700,89.857,91.268,93.025,94.415,93.502,91.658,89.139,85.413
32089054,9.479,1609.086,1180.090,972.798,883.687,875.197,864.596,871.519,926.236,965.479,1051.232,1134.812,1138.027,1108.324,1076.431,1039.696
32089522,12.977,1818.526,1432.682,1301.877,1221.387,1179.308,1154.609,1143.645,1143.664,1153.236,1183.035,1246.286,1318.713,1400.523,1519.054,1642.955
32089857,14.091,4227.902,3116.980,2685.379,2430.253,2225.548,2100.408,2010.003,1889.806,1848.135,1795.945,1757.957,1743.094,1735.609,1719.934,1679.106
32089919,9.867,280.435,195.799,169.158,150.229,137.440,129.152,123.099,114.789,111.964,107.137,101.712,97.673,94.665,91.792,89.186
32090046,13.736,3055.173,2251.660,1864.531,1659.599,1566.440,1472.770,1402.035,1305.308,1269.925,1224.104,1186.281,1165.589,1149.225,1123.509,1079.615
32090064,11.993,852.006,635.878,553.114,495.032,458.483,428.565,404.529,368.073,354.265,332.933,311.253,296.610,286.115,276.134,267.592
32090208,10.872,466.444,348.163,298.060,267.661,250.371,237.192,228.054,217.094,214.322,211.425,212.361,217.317,224.775,236.633,250.971
32090394,10.532,401.082,306.968,266.698,242.245,222.285,208.889,197.556,179.453,172.485,161.652,150.682,143.280,138.025,133.114,128.956
32090407,11.956,854.889,632.790,542.339,484.703,439.459,411.937,390.666,359.794,348.686,330.102,309.710,294.521,282.562,269.920,257.382
32090440,10.261,341.381,253.587,215.207,189.936,172.892,160.136,150.485,136.641,131.397,123.204,114.439,108.336,103.972,99.989,96.864
32090581,13.506,3157.204,2545.685,2313.906,2185.584,2129.741,2081.502,2045.677,1990.973,1979.237,1955.026,1935.526,1918.435,1907.760,1898.816,1885.769
32090583,13.329,3464.683,2815.744,2627.944,2531.879,2447.749,2407.436,2376.268,2316.579,2307.322,2276.427,2258.312,2248.349,2245.570,2256.168,2270.331
32091178,10.718,456.624,325.320,269.079,238.726,221.147,207.791,197.786,183.803,178.664,170.529,161.549,154.942,150.076,145.536,141.685
32091606,8.162,124.082,98.608,87.234,79.573,74.318,69.984,66.499,61.080,58.935,55.499,51.697,48.880,46.734,44.581,42.589
32091784,9.988,282.179,204.579,172.551,152.525,138.586,129.324,122.677,114.149,111.444,107.891,105.716,105.798,107.033,109.210,111.620
32092043,11.642,704.634,520.162,430.749,377.795,349.696,322.344,301.212,270.017,258.435,239.495,219.125,204.800,194.364,184.482,176.254
32092116,10.972,498.151,360.612,306.499,272.891,245.560,230.095,217.932,200.071,193.479,182.983,172.063,164.737,159.856,156.086,154.188
32092280,10.767,428.081,318.559,272.052,245.386,231.610,219.249,210.097,197.217,192.367,184.831,176.289,169.431,163.676,157.269,150.135
32092484,10.892,517.714,406.698,376.861,363.554,359.641,358.359,358.104,357.215,360.641,365.198,377.225,389.897,403.003,420.442,435.284
32092717,12.389,1078.975,819.232,684.001,601.812,545.440,507.270,479.092,440.779,426.279,404.899,381.991,364.897,350.659,333.736,314.399
32092813,12.288,1282.836,1022.491,922.757,893.706,883.822,894.164,913.280,965.320,999.313,1071.931,1173.415,1232.609,1272.239,1336.465,1423.180
32093027,13.409,2636.507,1926.901,1618.726,1435.488,1342.042,1247.397,1171.156,1052.919,1005.128,927.353,838.316,770.916,718.914,666.536,619.185
32093131,11.591,756.971,568.807,491.905,451.069,424.858,406.339,392.483,372.177,365.657,354.644,343.641,335.432,328.748,320.957,310.851
32093133,9.302,205.896,152.517,131.587,115.844,105.325,97.141,91.019,82.302,79.142,74.206,69.171,65.727,63.124,60.350,57.534
32150013,9.896,281.487,206.345,176.475,156.316,142.488,132.596,125.087,114.403,110.541,104.628,98.738,94.880,92.156,89.429,86.775
32150270,9.853,279.563,227.980,215.241,209.835,211.848,211.634,210.318,202.743,199.951,190.375,176.070,161.658,148.910,134.571,120.332
32150333,9.896,297.542,240.648,218.487,212.234,222.194,223.954,225.645,227.969,227.546,231.289,237.647,241.133,242.779,245.320,246.139
32150630,11.963,1116.828,1063.232,1136.289,1198.204,1243.083,1309.377,1379.210,1476.463,1513.061,1590.123,1707.716,1775.780,1840.365,1897.505,1970.232
32151066,12.157,882.714,625.787,520.622,460.771,427.477,397.792,374.960,341.884,330.178,311.595,293.022,280.920,272.523,264.940,258.843
32151692,10.832,413.651,299.799,255.575,224.843,200.697,184.501,171.875,153.068,145.860,134.267,121.676,112.734,106.207,99.999,94.853
32151781,9.108,804.994,675.260,584.478,533.543,497.676,467.553,438.975,389.236,367.182,330.219,286.318,252.937,227.597,202.546,180.134
32151799,10.580,394.249,300.864,258.532,234.610,211.004,199.417,190.715,178.102,173.327,165.264,155.500,147.539,141.028,134.347,127.692
32152015,10.599,397.487,292.833,249.686,225.587,214.135,204.161,196.815,186.879,183.286,178.901,175.786,174.779,175.031,176.485,178.440
32152090,11.811,745.931,552.400,470.681,420.761,390.858,366.276,347.504,320.988,310.738,297.693,286.802,281.034,277.040,271.615,263.146
32152492,11.812,809.690,597.959,502.066,444.552,404.575,373.953,350.463,317.320,305.481,288.469,273.352,264.942,259.643,254.054,247.872
32152529,8.965,218.970,190.495,189.014,186.414,189.730,188.769,187.609,182.932,179.814,176.590,174.693,173.719,173.105,173.153,173.010
32152605,8.034,172.791,172.865,191.289,207.651,219.699,230.058,239.659,244.650,243.472,237.512,228.258,216.211,203.278,188.564,173.413
32153165,10.717,413.347,298.427,253.562,228.453,212.131,200.904,192.384,180.231,176.166,168.907,160.627,154.335,149.738,145.436,141.805
32153214,12.919,1622.770,1165.093,978.228,867.931,787.978,734.053,692.256,631.570,609.148,574.257,538.527,514.400,497.254,481.069,467.049
32153246,11.587,668.291,510.293,435.415,389.814,366.367,343.949,326.092,299.251,288.641,272.040,253.706,240.091,229.621,219.161,209.577
32153309,10.786,456.835,337.241,297.985,272.039,255.733,244.283,235.452,222.638,218.617,212.454,207.685,205.674,205.233,205.742,206.269
32153316,9.553,239.627,176.662,147.739,130.135,121.329,113.135,107.142,99.153,96.390,92.361,88.597,86.296,84.646,82.608,79.816
32153468,9.258,216.434,160.335,137.186,122.127,111.736,103.771,97.381,87.725,83.899,77.953,71.405,66.443,62.404,57.927,53.303
32153958,10.704,418.589,313.485,271.037,245.281,226.989,216.855,210.424,203.895,201.997,200.399,199.349,199.162,200.398,204.832,213.049
32154131,11.036,487.557,349.752,292.466,256.033,234.524,215.622,200.970,179.529,171.700,159.312,146.539,137.736,131.159,124.410,117.992
32154146,10.130,313.263,237.224,206.070,186.934,168.798,160.044,153.614,144.734,141.625,136.733,131.507,127.815,125.424,123.731,123.080
32154622,11.186,554.566,402.247,332.745,292.754,270.402,251.258,236.261,213.996,205.051,190.951,175.271,164.189,156.611,150.576,147.371
32154687,8.918,197.057,165.128,161.740,165.380,174.024,184.348,193.909,203.726,206.829,212.262,220.755,222.864,222.655,224.014,227.892
32572923,14.138,4030.362,2933.328,2462.755,2188.606,1971.036,1828.772,1718.360,1556.961,1493.973,1396.714,1290.938,1214.521,1157.125,1099.749,1047.650
32572983,12.358,2208.614,1609.511,1340.948,1198.418,1138.115,1073.281,1024.735,956.585,931.371,893.639,853.723,823.907,799.433,771.260,738.574
32573319,8.877,172.438,127.555,107.964,96.512,86.494,81.440,78.051,74.156,73.053,71.944,71.868,72.929,74.574,76.909,78.967
32573380,9.065,199.049,169.536,162.859,165.240,178.684,189.656,200.277,214.750,225.621,238.993,259.761,271.087,278.690,288.866,303.234
32573983,9.165,186.181,137.122,113.542,100.439,92.143,86.361,81.982,75.607,73.057,68.896,63.790,59.515,55.876,51.800,47.600
32574137,10.728,418.862,304.118,255.327,227.631,212.835,202.062,195.119,187.720,185.836,183.605,181.791,180.865,180.785,181.850,183.295
32574420,13.668,5239.843,4164.576,3699.159,3431.636,3184.244,3029.389,2888.778,2628.809,2505.410,2287.376,2011.903,1797.762,1640.282,1494.238,1373.968
32580288,9.107,185.854,138.337,119.285,107.166,100.060,93.639,88.371,80.218,77.116,72.296,67.370,64.000,61.545,59.102,56.871
32580385,9.170,207.638,162.003,145.641,137.422,135.622,133.994,133.390,133.628,134.638,137.024,141.351,145.057,149.003,155.230,163.039
33714875,12.396,1275.978,1042.414,919.655,853.922,849.191,831.507,822.663,821.011,824.914,844.709,887.346,936.011,990.944,1070.134,1153.187
33714920,12.221,995.385,763.306,645.482,578.195,531.633,494.791,465.297,419.981,402.266,373.505,341.050,315.847,295.057,271.732,247.661
33714944,12.314,1275.209,993.854,892.321,840.525,816.658,799.550,785.191,761.409,759.131,751.086,752.044,759.373,770.799,791.384,816.470
33715210,10.203,308.288,223.046,190.561,168.155,150.836,140.716,133.700,124.658,121.643,117.053,112.551,109.969,108.786,108.797,110.416
33732017,8.743,546.929,368.732,295.117,255.546,249.410,233.437,221.658,205.101,198.570,186.397,169.823,155.899,144.962,134.272,125.081
33732330,12.820,1405.434,1018.847,856.360,754.662,691.223,643.207,606.565,554.339,535.425,505.673,474.948,453.807,438.256,422.337,406.982
33732557,12.617,1342.065,970.444,801.733,709.362,654.510,610.575,576.897,527.725,508.876,478.567,444.014,416.880,394.352,369.001,342.657
33732783,14.256,4660.133,3339.275,2775.016,2447.868,2262.388,2085.703,1944.712,1732.430,1657.344,1531.872,1403.481,1317.509,1257.208,1201.937,1158.399
33733072,10.742,420.977,301.954,251.189,222.366,206.338,194.391,185.882,174.753,170.752,164.310,156.495,149.962,144.493,138.381,131.696
33733169,14.214,4549.387,3300.620,2756.824,2393.645,2182.747,2009.247,1877.735,1688.769,1618.046,1505.753,1386.149,1303.921,1246.321,1195.071,1157.041
33736207,11.540,646.704,471.773,400.016,352.116,321.701,299.480,283.260,261.107,253.377,241.298,228.887,220.422,214.138,207.468,200.254
33765888,10.027,305.156,227.057,193.460,175.060,161.022,151.632,144.618,134.896,131.320,126.532,122.476,120.531,119.832,119.761,120.104
33765924,10.433,375.595,278.575,231.959,205.807,184.112,171.097,160.993,146.046,140.398,130.851,119.936,111.665,105.239,98.642,92.448
33766129,10.769,451.235,333.476,284.463,258.383,247.477,236.825,228.606,216.655,212.547,207.233,204.012,203.890,205.737,210.264,217.183
33766212,11.431,618.688,451.553,383.864,343.589,315.649,294.825,278.023,252.101,241.754,224.942,205.804,191.263,179.935,168.278,157.180
33766642,10.348,883.514,1137.078,1155.439,1177.319,1201.448,1211.705,1225.937,1279.751,1310.510,1363.889,1409.169,1420.111,1411.696,1384.770,1333.937
33769748,10.469,420.316,327.444,293.504,282.402,285.235,283.180,280.925,274.390,273.920,271.271,272.299,274.814,278.124,281.487,281.980
33769807,10.293,337.234,243.831,210.236,190.070,174.339,165.235,158.162,147.876,144.252,138.236,131.787,127.062,123.547,120.171,117.077
33770773,6.951,107.464,92.562,86.182,82.148,79.702,78.484,78.007,78.199,78.408,79.932,82.636,84.942,87.138,90.191,93.071
33770863,8.284,162.360,127.646,114.494,107.963,108.024,107.791,108.731,112.732,115.509,121.885,131.038,137.317,142.861,150.940,160.916
33831637,12.123,1032.863,771.052,679.171,626.578,593.517,570.605,553.344,529.190,522.111,511.702,504.726,502.266,501.947,503.055,501.720
33833498,11.974,1124.042,978.309,1000.091,1043.081,1135.829,1224.294,1306.757,1407.728,1458.092,1519.471,1633.892,1701.433,1745.260,1800.415,1870.584
33833553,10.573,403.916,300.144,246.933,216.594,198.823,184.747,174.214,159.255,153.796,144.940,135.385,128.662,123.821,119.346,115.644
33834253,11.422,1670.766,1924.177,1953.647,2045.591,2202.575,2304.055,2402.534,2604.211,2752.186,2909.257,3151.219,3323.075,3520.445,3739.700,4022.342
33834398,11.081,522.523,388.484,324.640,287.752,260.244,241.726,227.454,206.600,198.546,186.118,172.828,163.360,156.280,149.192,142.599
33834425,10.935,491.370,356.848,300.655,266.294,247.785,230.959,217.985,198.796,191.081,178.848,164.810,154.277,146.380,138.774,132.237
33834447,9.057,188.617,138.707,120.633,109.085,99.930,94.613,90.780,85.449,83.506,79.749,74.539,69.900,66.075,62.115,58.348
33834484,14.113,4940.659,3707.594,3037.090,2626.505,2336.540,2148.948,2011.924,1820.589,1746.135,1623.959,1479.831,1370.076,1286.042,1202.441,1127.032
33834502,10.318,369.832,275.752,242.826,221.083,201.262,190.001,181.278,168.450,164.143,156.813,149.351,144.236,140.528,136.786,133.038
33834564,13.830,3640.884,2859.504,2579.062,2417.760,2366.472,2307.054,2259.863,2183.992,2162.058,2140.469,2153.865,2185.035,2215.671,2232.749,2195.643
33834757,9.694,290.680,237.507,219.226,215.290,220.266,225.141,230.102,237.259,240.674,245.298,246.726,238.633,227.381,212.408,194.463
33834805,11.090,532.621,383.575,322.185,283.651,261.379,242.997,229.015,208.719,201.203,189.479,177.403,169.485,164.391,160.530,158.836
33834943,6.713,93.356,92.286,103.091,113.304,120.937,126.307,132.610,139.859,140.931,143.941,149.379,152.971,155.782,158.824,162.302
33836359,8.082,414.770,386.570,334.909,292.530,271.369,252.359,240.787,229.338,226.377,221.411,214.497,209.022,205.299,202.593,201.069
33838475,11.164,647.601,473.624,395.506,346.016,316.997,294.146,277.038,252.771,243.843,229.505,213.720,202.018,192.791,182.977,173.379
33838777,10.703,551.636,505.583,535.698,582.562,630.904,685.645,738.998,788.896,799.078,817.327,862.615,894.837,915.853,941.827,968.079
33838936,10.174,316.881,230.309,191.686,168.469,157.742,146.022,137.034,123.865,118.622,110.398,101.067,93.944,88.266,82.206,76.246
33839044,12.099,930.795,684.424,568.598,506.012,463.006,428.756,401.929,362.351,347.902,324.120,298.863,281.277,268.544,256.504,246.395
33839723,10.672,431.620,318.722,270.230,241.384,220.986,206.503,194.988,177.734,171.264,160.978,150.172,142.604,137.049,131.626,126.734
33839863,12.358,1057.026,791.383,676.125,598.732,545.877,507.780,478.483,435.676,418.861,393.144,365.269,345.379,330.842,317.147,305.786
33840009,15.754,13363.246,9670.604,8189.232,7236.897,6692.318,6246.581,5913.527,5456.043,5301.167,5072.200,4871.287,4767.161,4711.207,4668.892,4626.331
33840575,8.626,190.606,168.106,172.138,181.796,193.340,206.442,217.920,225.474,224.016,223.898,226.770,226.062,222.893,219.174,213.847
33840951,11.457,688.148,511.544,430.699,381.451,344.814,318.591,298.337,269.374,258.728,243.148,228.480,219.506,213.372,207.337,201.508
33840973,10.567,386.649,286.471,242.498,218.737,201.473,190.556,182.114,169.972,165.992,159.309,152.556,147.775,143.963,139.409,133.839
33861444,7.638,145.336,122.809,116.846,112.840,110.351,107.900,105.737,100.891,98.671,95.235,91.542,88.616,86.457,84.309,82.397
33862999,8.715,172.023,128.098,110.861,100.935,97.841,93.638,90.542,86.325,85.085,83.267,82.041,81.786,82.225,83.430,85.218
33863369,13.588,5471.966,4062.086,3432.838,3060.290,2747.426,2546.796,2385.516,2143.408,2051.794,1910.057,1761.466,1652.127,1561.818,1456.563,1342.778
33864178,9.651,271.121,200.920,173.437,158.002,148.903,141.179,134.818,124.914,121.108,115.233,109.231,105.112,102.245,99.659,97.611
33864198,10.581,909.959,716.243,681.691,661.012,668.869,673.325,674.838,671.124,670.233,671.467,681.032,688.144,694.444,701.488,703.630
33864387,11.400,811.902,665.516,638.517,627.955,660.525,673.452,685.004,697.978,716.713,734.070,767.370,796.591,827.171,869.388,918.552
33864553,11.479,630.323,444.847,371.188,326.342,296.603,273.306,255.768,231.471,223.042,210.587,199.223,192.341,187.131,180.506,171.968
33864686,8.597,183.084,163.684,169.709,178.724,188.319,198.405,207.049,213.150,213.537,213.834,215.822,214.225,211.338,205.575,197.216
33864821,12.801,2292.677,2292.313,2495.768,2735.467,2899.959,3088.428,3272.192,3456.668,3581.131,3644.982,3753.506,3784.865,3808.558,3753.434,3659.122
33864849,9.376,223.105,171.934,153.578,140.731,134.200,128.594,124.136,117.549,115.282,112.095,109.710,108.980,109.509,111.634,115.744
33864966,10.280,370.209,272.345,236.716,213.469,203.640,193.939,186.808,177.231,174.079,170.121,167.726,167.422,168.086,169.277,169.616
33865093,13.484,2381.001,1759.427,1475.026,1316.949,1234.526,1159.365,1100.736,1013.665,980.255,924.865,860.461,809.761,768.881,724.456,678.745
33866070,11.620,671.337,483.672,406.207,359.395,333.678,311.365,293.926,267.758,257.535,240.431,220.380,204.644,192.006,178.524,165.175
33866201,13.795,4260.254,4097.845,4051.434,3698.168,3240.917,2890.355,2622.584,2230.863,2089.544,1881.410,1685.241,1563.426,1480.292,1402.851,1341.751
33877534,9.740,254.259,188.597,163.961,147.758,137.857,129.657,123.184,113.537,109.789,104.462,99.329,95.999,93.603,91.112,88.461
33877907,10.590,411.481,309.845,268.068,243.375,225.881,214.371,205.729,193.974,189.976,185.273,183.174,184.413,187.439,192.437,198.061
